0.0
NUM  BLOCK_ID                                                                                                                          BATS  TXNS  SIGNER                                                            
16   96d191433f8629b3c51345d3c673a14b4acaedc7aaf94b95c3318d43455dd800529ff808b862101fb89394dc0bebb34ed868d8b1349a9f782a1dc29393dbbf74  16    320   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
15   28656bc8b628417467b382be90d5826d4ae193513c41c61432cf247990bf764e487f22ddd77a32f0eba0e58cd04a12cd10976032d8af2249aff30f298bc80739  25    500   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
14   1ad226f74b56f4d29138c55a7caded8d05934f416874416bc161b0a4f24be4cb18305ce682f4e4ed749c75ea43ac731b9dff77a34497f8bb942f3cdb7ea407a8  60    1200  039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
13   36a7f17f676eccbd3f66751139a43256420294936b3a50f1e64c6059b1e1dce106c0d88ac85399e0499f26164cd364faf20677915a3eb846b5601fd9f5da0868  40    800   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
12   14a0b0502708ffe726969eb7a4fe5943ae61890d6256861d94d3894d9e087ee62f60b8c2ded7a185a921997954a5a3c01405d19b77d5aee3913860fe716b6b06  12    240   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
11   36dc95fa4f8fcd87b84c5a4c8e85eecf3962b5568e9f11d63567f4ca4cd32abf414ff0db072a510a2d7eb812ddcada8ba0fa80745fb5ae67e080da82faa52636  55    1100  039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
10   38af4fc2e32d4ed273bc0b9a518e1d142cf897487dea53e074466e359cb2766f5f9d5fdd3bf06fa43a6b5c25900124a849b8b17a54a5b4b4ea27797255ae5fc6  3     60    039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
9    4870c1338542644b69508c96376a025cc9fc2c274cdee31d3a1a12d34927179d5925010fbe254cdbe471cafdefb9c5017bbc3a5307a90f433a9c1ad5723466bf  23    460   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
8    b4797ebdb54b3b05ebfa60d692f847dab1959e3b104d197107138f4bc73e823c2560f7110cab2a99bf0c949cb5b9a4545ac92f7c85c7f5e31a3bce39d3db824f  19    380   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
7    1878a1e078b43cc7503c031083d033badb5e382a4c946bac3b36864a8f6e6c6d7d9b3fdab781ea5819554cd19fb129154cd75dd682bcdbaadf99378a2cc1a6c0  43    860   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
6    015be37e02133927565ef77db6e85ad49c9d8cc3494787a542247a5ab2ebae3e4f2844ebff719428c61d515b8adc9f594fc1a557033f357dcab91bb953a3997e  40    800   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
5    878dcc6064feec2ce15c83eac86fc124ccabe72afd658d3eea9e489638a61d5f0fc4f986a100a411acb0cac10ce1d1b25456e5880cd503607c2966b444bbb3ab  2     40    039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
4    17cd08ef3c695d27283fc5250e1bf5cd61860835915300ce7b940904e138d7057fd453dae0159b2021ed99f9d16aa18090b8345b56bf14ca981d940a7fc45fa4  5     100   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
3    d9636dabd2e24589d6536532c71292aa8fec29e086503fcffab6d9bf2aa2436d0638d85d9a3bca60ca40b56eb456a4b6e660d39d745ec5feeb7b98506795ea58  10    200   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
2    96c05535af9a696fd456a5e8fc916e0ef4c5ead22b5be91713cb51b83ac6b32f3261b25b8fd916ed19dedb1dea7c26f7944b69a4f4584c910dcbf9f8aad5fcd4  20    400   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
1    efa27492a5cfbed77741bb4957442b054758fdbafc82cc1c302c2bb8f86e0a2e553d93bd698f6e61e5cca6d153bb1e66b589d3795031cd153dcea63b18afcd97  19    380   039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
0    00f4bb8652b0dc7cd722bf058beab068082fd9f418e698d2fd3f31e76377f90c28421a2fdefad3ede892f35f284131defa0b7aa1bc8a18723a12c34afa92bb99  4     12    039bbee5abfa113fb123ff58b0a36a6ef2d878ff84be6970c1c5900fb74c8cfa54
