round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,77.7MB,17.5MB,63.58%,17.67%,1.7GB,12.2MB,0B,0B
round0,Docker,sawtooth-rest-api-0,150.2MB,59.2MB,99.32%,22.51%,1.0GB,1.8GB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.7MB,0.64%,0.00%,8.5KB,3.6KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,24.5MB,22.4MB,46.11%,11.41%,29.0MB,14.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.3MB,20.3MB,0.00%,0.00%,3.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.5MB,26.4MB,0.89%,0.12%,4.4MB,4.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,3.5KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,24.3MB,22.3MB,49.78%,10.94%,28.0MB,13.9MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.63%,0.00%,8.5KB,3.6KB,0B,0B
round0,Docker,sawtooth-validator-0,586.1MB,341.1MB,112.83%,52.32%,32.5MB,1.1GB,0B,0B
round0,Docker,sawtooth-validator-1,475.5MB,281.4MB,103.73%,31.76%,27.2MB,37.3MB,0B,0B
