round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,34.4MB,15.5MB,63.14%,21.57%,1.1GB,7.6MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,25.2MB,22.6MB,51.94%,14.00%,35.8MB,18.0MB,0B,0B
round0,Docker,sawtooth-rest-api-2,27.9MB,27.3MB,1.39%,0.16%,5.9MB,6.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.8MB,46.8MB,2.32%,0.01%,18.6KB,11.4KB,0B,0B
round0,Docker,sawtooth-rest-api-0,77.6MB,45.6MB,74.21%,19.96%,656.1MB,1.1GB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,3.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.2MB,22.7MB,52.94%,13.84%,34.1MB,17.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.7MB,46.7MB,1.86%,0.00%,18.6KB,11.4KB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,3.3KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,27.3MB,27.1MB,1.49%,0.16%,5.9MB,6.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,47.0MB,47.0MB,0.95%,0.00%,18.5KB,11.4KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,25.6MB,22.7MB,53.91%,14.96%,38.1MB,19.2MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.8MB,0.34%,0.00%,18.6KB,11.4KB,0B,0B
round0,Docker,sawtooth-rest-api-3,28.0MB,27.6MB,0.79%,0.16%,5.9MB,6.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,24.9MB,22.4MB,53.00%,13.06%,33.4MB,16.8MB,0B,0B
round0,Docker,sawtooth-validator-2,552.3MB,363.0MB,108.08%,85.04%,44.1MB,40.7MB,0B,0B
round0,Docker,sawtooth-validator-0,591.3MB,379.3MB,111.08%,88.60%,45.2MB,733.0MB,0B,0B
round0,Docker,sawtooth-validator-1,502.8MB,341.9MB,108.90%,85.07%,42.5MB,45.8MB,0B,0B
round0,Docker,sawtooth-validator-3,521.6MB,361.0MB,115.55%,86.33%,40.9MB,40.4MB,0B,0B
