round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,43.9MB,15.0MB,58.37%,18.39%,1.6GB,11.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,101.0MB,50.7MB,90.84%,21.09%,1010.6MB,1.6GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.0MB,21.6MB,44.80%,7.29%,19.1MB,9.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.0MB,21.6MB,41.89%,7.13%,18.7MB,9.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.5MB,26.4MB,0.77%,0.08%,3.0MB,3.0MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,353.2MB,206.3MB,106.80%,27.86%,23.2MB,1021.1MB,0B,0B
round0,Docker,sawtooth-validator-1,278.5MB,174.0MB,86.09%,13.61%,18.1MB,25.5MB,0B,0B
