Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,testround 1,40,0,10.1 tps,0.02 s,0.01 s,0.02 s,10.0 tps
2,testround2,40,0,10.0 tps,0.01 s,0.01 s,0.01 s,10.0 tps
3,testround3,40,0,10.1 tps,0.01 s,0.01 s,0.01 s,10.0 tps
