Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,300,0,5.8 tps,0.03 s,0.01 s,0.02 s,5.8 tps
2,10 TPS,700,0,10.6 tps,0.05 s,0.01 s,0.02 s,10.6 tps
3,15 TPS,460,280,15.4 tps,0.08 s,0.01 s,0.04 s,-0.0 tps
4,20 TPS,1040,200,20.7 tps,0.18 s,0.02 s,0.05 s,17.3 tps
5,25 TPS,460,1320,25.3 tps,0.11 s,0.02 s,0.04 s,6.5 tps
6,30 TPS,680,1720,30.5 tps,0.16 s,0.02 s,0.05 s,8.8 tps
7,35 TPS,700,2480,35.2 tps,0.09 s,0.02 s,0.04 s,-0.0 tps
8,40 TPS,60,4000,40.4 tps,0.05 s,0.03 s,0.04 s,-0.0 tps
9,45 TPS,1160,3840,45.2 tps,0.15 s,0.01 s,0.04 s,10.5 tps
