Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,300,0,5.8 tps,0.04 s,0.01 s,0.02 s,5.8 tps
2,10 TPS,700,0,10.6 tps,0.05 s,0.01 s,0.02 s,10.6 tps
3,15 TPS,740,0,15.4 tps,0.05 s,0.01 s,0.03 s,15.4 tps
4,20 TPS,1180,60,20.7 tps,0.19 s,0.01 s,0.04 s,19.7 tps
5,25 TPS,940,840,25.3 tps,0.11 s,0.02 s,0.04 s,13.5 tps
6,30 TPS,960,1480,30.5 tps,0.12 s,0.02 s,0.05 s,12.3 tps
7,35 TPS,200,2980,35.2 tps,0.06 s,0.02 s,0.04 s,2.3 tps
8,40 TPS,1000,3060,40.4 tps,0.11 s,0.02 s,0.05 s,-0.0 tps
9,45 TPS,1060,3940,45.2 tps,0.15 s,0.02 s,0.05 s,10.0 tps
