TargetInterval(s),Network Size,Run Index,Test,Name,Succ,Fail,Send Rate (tps),Max Latency (s),Min Latency (s),Avg Latency (s),Throughput (tps),Stale Block Rate,Num Blocks,Num Txns,Round Duration,My Throughput (tps),Avg Interval,Min Interval,Max Interval,PercentDiff on TPS
3,6,1,1,10TPS3sec,5900,2120,10.1,0.16,0.01,0.02,7.4,0.893,29,2057,846.0,2.4,24.2,3.0,126.0,2.08
5,6,0,1,10TPS5sec,6740,1280,10.1,0.66,0.01,0.07,8.4,0.712,58,3977,840.0,4.7,12.5,3.0,78.0,0.79
5,6,1,1,10TPS5sec,7140,880,10.1,0.24,0.01,0.03,8.9,0.69,46,2737,843.0,3.2,12.8,3.0,144.0,1.78
10,6,0,1,10TPS10sec,7560,460,10.1,0.21,0.01,0.03,9.5,0.719,35,1697,849.0,2.0,18.6,3.0,138.0,3.75
10,6,1,1,10TPS10sec,7880,140,10.1,0.21,0.01,0.02,9.9,0.442,78,6477,819.0,7.9,10.8,3.0,84.0,0.25
20,6,0,1,10TPS20sec,8020,0,10.1,0.48,0.01,0.02,10.0,0.269,58,7597,837.0,9.1,13.2,3.0,81.0,0.1
20,6,1,1,10TPS20sec,7980,40,10.1,0.54,0.01,0.02,10.0,0.228,62,7257,831.0,8.7,12.9,3.0,123.0,0.15
30,6,0,1,10TPS30sec,8020,0,10.1,0.24,0.01,0.02,10.1,0.172,54,7337,834.0,8.8,15.1,3.0,105.0,0.15
30,6,1,1,10TPS30sec,7840,180,10.1,0.71,0.01,0.03,9.8,0.179,56,7257,837.0,8.7,14.8,3.0,150.0,0.13
40,6,0,1,10TPS40sec,8020,0,10.1,0.15,0.01,0.02,10.1,0.284,49,7737,834.0,9.3,16.5,3.0,84.0,0.09
40,6,1,1,10TPS40sec,8020,0,10.1,1.10,0.01,0.04,10.1,0.121,52,7977,837.0,9.5,17.4,3.0,93.0,0.06
50,6,0,1,10TPS50sec,8020,0,10.1,0.13,0.01,0.02,10.1,0.271,44,7677,831.0,9.2,19.0,3.0,99.0,0.1
50,6,1,1,10TPS50sec,7400,620,10.1,0.94,0.01,0.04,9.3,0.167,51,7377,831.0,8.9,16.9,3.0,162.0,0.04
60,6,0,1,10TPS60sec,8020,0,10.1,0.35,0.01,0.02,10.0,0.273,41,7637,828.0,9.2,22.5,3.0,105.0,0.09
60,6,1,1,10TPS60sec,7100,920,10.1,0.42,0.01,0.04,8.9,0.519,26,5557,831.0,6.7,27.0,3.0,129.0,0.33
80,6,0,1,10TPS80sec,8020,0,10.1,0.14,0.01,0.02,10.1,0.087,43,7777,831.0,9.4,19.1,3.0,126.0,0.07
80,6,1,1,10TPS80sec,7720,300,10.1,0.40,0.01,0.02,10.1,0.22,33,6237,834.0,7.5,20.1,3.0,114.0,0.35
100,6,0,1,10TPS100sec,7120,900,10.1,0.06,0.01,0.02,8.9,0.174,38,7137,834.0,8.6,21.6,3.0,231.0,0.03
100,6,1,1,10TPS100sec,8020,0,10.1,0.26,0.01,0.02,10.1,0.189,31,7537,831.0,9.1,27.2,3.0,126.0,0.11
3,6,0,1,15TPS3sec,12020,0,15.1,0.62,0.01,0.02,15.1,0.262,110,6677,468.0,14.3,5.9,3.0,33.0,0.06
3,6,1,1,15TPS3sec,8000,4020,15.1,0.31,0.01,0.03,10.0,0.616,67,5117,843.0,6.1,12.4,3.0,120.0,0.64
5,6,0,1,15TPS5sec,7600,4420,15.1,0.38,0.01,0.03,9.5,0.648,52,4157,825.0,5.0,15.0,3.0,210.0,0.9
5,6,1,1,15TPS5sec,12020,0,15.1,1.21,0.01,0.03,15.0,0.377,114,2901,828.0,3.5,9.3,3.0,48.0,3.29
10,6,0,1,15TPS10sec,9620,2400,15.1,0.56,0.01,0.03,12.0,0.415,56,6277,828.0,7.6,13.1,3.0,186.0,0.58
10,6,1,1,15TPS10sec,9960,2060,15.1,1.03,0.01,0.03,12.5,0.352,70,7557,822.0,9.2,11.5,3.0,87.0,0.36
20,6,0,1,15TPS20sec,8660,3360,15.1,0.48,0.01,0.04,10.8,0.553,35,5237,840.0,6.2,20.4,3.0,111.0,0.74
20,6,1,1,15TPS20sec,10500,1520,15.1,0.78,0.01,0.03,13.1,0.134,58,9297,813.0,11.4,12.3,3.0,141.0,0.15
30,6,0,1,15TPS30sec,10880,1140,15.1,1.43,0.01,0.04,13.6,0.328,40,7957,831.0,9.6,18.3,3.0,132.0,0.42
30,6,1,1,15TPS30sec,9500,2520,15.1,0.84,0.01,0.04,11.9,0.532,38,6477,825.0,7.9,17.3,3.0,93.0,0.51
40,6,0,1,15TPS40sec,10060,1960,15.1,0.80,0.01,0.04,12.6,0.619,25,7357,825.0,8.9,30.8,3.0,120.0,0.42
40,6,1,1,15TPS40sec,10940,1080,15.1,1.51,0.01,0.04,13.7,1.017,39,7997,774.0,10.3,13.3,3.0,51.0,0.33
50,6,0,1,15TPS50sec,10560,1460,15.1,0.79,0.01,0.03,13.2,0.369,42,8637,825.0,10.5,15.4,3.0,60.0,0.26
50,6,1,1,15TPS50sec,10520,1500,15.1,0.96,0.01,0.03,13.2,0.388,42,1201,840.0,1.4,20.1,3.0,87.0,8.43
60,6,0,1,15TPS60sec,8540,3480,15.1,0.38,0.01,0.04,10.7,0.65,15,4237,837.0,5.1,27.9,3.0,168.0,1.1
60,6,1,1,15TPS60sec,9080,2940,15.1,0.34,0.01,0.04,11.4,0.4,19,4877,831.0,5.9,19.3,3.0,132.0,0.93
80,6,0,1,15TPS80sec,10500,1520,15.1,1.44,0.01,0.05,13.1,0.333,31,8017,819.0,9.8,18.3,3.0,138.0,0.34
80,6,1,1,15TPS80sec,9400,2620,15.1,0.78,0.01,0.04,11.8,0.514,19,6357,834.0,7.6,30.2,3.0,168.0,0.55
100,6,0,1,15TPS100sec,10380,1640,15.1,0.93,0.01,0.04,13.0,0.343,24,7617,813.0,9.4,21.0,3.0,90.0,0.38
100,6,1,1,15TPS100sec,8040,3980,15.1,0.73,0.01,0.04,10.1,0.605,16,5237,822.0,6.4,44.3,3.0,120.0,0.58
3,6,0,1,20TPS3sec,9080,6940,20.1,0.26,0.01,0.03,11.4,0.555,66,5077,840.0,6.0,12.5,3.0,141.0,0.9
3,6,1,1,20TPS3sec,5480,10540,20.1,0.09,0.01,0.03,8.0,0.861,33,2357,855.0,2.8,18.3,3.0,135.0,1.86
5,6,0,1,20TPS5sec,10200,5820,20.1,0.31,0.01,0.03,12.8,0.509,n/a,n/a,n/a,n/a,n/a,n/a/,n/a,n/a
5,6,1,1,20TPS5sec,10240,5780,20.1,1.03,0.01,0.04,12.8,0.475,63,3201,807.0,4.0,9.3,3.0,117.0,2.2
10,6,0,1,20TPS10sec,10220,5800,20.1,0.13,0.01,0.03,12.8,0.459,54,7697,819.0,9.4,14.7,3.0,135.0,0.36
10,6,1,1,20TPS10sec,8500,7520,20.1,0.83,0.01,0.04,10.6,0.47,45,4757,828.0,5.7,10.0,3.0,168.0,0.86
20,6,0,1,20TPS20sec,6980,9040,20.1,0.55,0.01,0.06,8.7,0.773,18,2497,840.0,3.0,37.4,3.0,111.0,1.9
20,6,1,1,20TPS20sec,6640,9380,20.1,0.31,0.01,0.03,8.3,0.803,15,3257,834.0,3.9,30.5,3.0,108.0,1.13
30,6,0,1,20TPS30sec,6860,9160,20.1,0.10,0.01,0.03,8.6,0.8,13,2417,843.0,2.9,27.8,3.0,135.0,1.97
30,6,1,1,20TPS30sec,9520,6500,20.1,0.38,0.01,0.04,12.4,0.441,34,6137,819.0,7.5,15.3,3.0,195.0,0.65
40,6,0,1,20TPS40sec,8100,7920,20.1,0.23,0.01,0.04,10.1,0.66,17,3357,843.0,4.0,26.3,3.0,75.0,1.52
40,6,1,1,20TPS40sec,9120,6900,20.1,0.86,0.01,0.04,11.5,0.618,22,4697,843.0,5.6,21.4,3.0,78.0,1.05
50,6,0,1,20TPS50sec,9040,6980,20.1,0.28,0.01,0.04,11.3,0.613,13,3337,834.0,4.0,36.8,3.0,267.0,1.83
50,6,1,1,20TPS50sec,8220,7800,20.1,0.36,0.01,0.05,10.3,0.636,17,2397,837.0,2.9,22.4,3.0,141.0,2.55
60,6,0,1,20TPS60sec,9520,6500,20.1,0.41,0.01,0.04,11.9,0.462,22,4537,834.0,5.4,18.9,3.0,135.0,1.2
60,6,1,1,20TPS60sec,11140,4880,20.1,1.41,0.01,0.06,15.7,0.341,30,9177,795.0,11.5,21.7,3.0,144.0,0.37
80,6,0,1,20TPS80sec,6540,9480,20.1,0.25,0.01,0.04,9.4,0.7,10,2577,843.0,3.1,57.0,3.0,159.0,2.03
80,6,1,1,20TPS80sec,6400,9620,20.1,0.21,0.01,0.04,8.0,0.645,12,2337,837.0,2.8,39.0,3.0,186.0,1.86
100,6,0,1,20TPS100sec,10640,5380,20.1,1.40,0.01,0.06,13.3,0.314,25,7537,813.0,9.3,18.6,3.0,132.0,0.43
100,6,1,1,20TPS100sec,7420,8600,20.1,0.29,0.01,0.04,10.1,0.682,8,3197,840.0,3.8,77.6,3.0,309.0,1.66
3,6,0,1,30TPS3sec,5180,18840,30.1,0.15,0.01,0.03,6.5,0.942,19,1657,855.0,1.9,42.7,3.0,162.0,2.42
3,6,1,1,30TPS3sec,6120,17900,30.1,0.13,0.01,0.03,7.7,0.9,28,901,849.0,1.1,31.2,3.0,72.0,6.0
5,6,0,1,30TPS5sec,6320,17700,30.1,0.23,0.01,0.03,7.9,0.897,22,2077,855.0,2.4,30.0,3.0,72.0,2.29
5,6,1,1,30TPS5sec,6340,17680,30.1,0.11,0.01,0.03,8.0,0.876,24,1917,846.0,2.3,26.7,3.0,96.0,2.48
10,6,0,1,30TPS10sec,6480,17540,30.1,0.13,0.01,0.03,8.1,0.8,25,3577,840.0,4.3,27.8,3.0,111.0,0.88
10,6,1,1,30TPS10sec,5600,18420,30.1,0.31,0.01,0.04,7.4,0.879,16,1917,855.0,2.2,30.4,3.0,123.0,2.36
20,6,0,1,30TPS20sec,6600,17420,30.1,0.26,0.01,0.03,9.9,0.887,9,2597,849.0,3.1,80.2,3.0,189.0,2.19
20,6,1,1,30TPS20sec,7520,16500,30.1,0.32,0.01,0.03,9.4,0.811,11,2497,840.0,3.0,35.1,3.0,132.0,2.13
30,6,0,1,30TPS30sec,11340,12680,30.1,1.20,0.01,0.05,16.5,0.478,36,8217,810.0,10.1,14.9,3.0,75.0,0.63
30,6,1,1,30TPS30sec,8680,15340,30.1,0.23,0.01,0.04,11.3,0.84,9,3097,834.0,3.7,62.2,3.0,213.0,2.05
40,6,0,1,30TPS40sec,6700,17320,30.1,0.41,0.01,0.04,8.4,0.881,6,2857,846.0,3.4,68.5,3.0,159.0,1.47
40,6,1,1,30TPS40sec,6500,17520,30.1,0.26,0.01,0.04,8.2,0.812,10,1917,849.0,2.3,51.7,3.0,174.0,2.57
50,6,0,1,30TPS50sec,6680,17340,30.1,0.16,0.01,0.04,8.4,0.756,12,1801,831.0,2.2,39.0,3.0,153.0,2.82
50,6,1,1,30TPS50sec,7980,16040,30.1,0.61,0.01,0.06,10.4,0.75,10,2797,840.0,3.3,30.7,3.0,102.0,2.15
60,6,0,1,30TPS60sec,9760,14260,30.1,0.88,0.01,0.04,12.2,0.51,25,6477,813.0,8.0,32.2,3.0,201.0,0.52
60,6,1,1,30TPS60sec,9700,14320,30.1,0.77,0.01,0.07,12.1,0.517,15,5717,822.0,7.0,34.5,3.0,159.0,0.73
80,6,0,1,30TPS80sec,6640,17380,30.1,0.44,0.01,0.05,10.1,0.72,8,2517,831.0,3.0,64.3,3.0,237.0,2.37
80,6,1,1,30TPS80sec,7800,16220,30.1,0.33,0.01,0.05,9.8,0.722,6,2797,837.0,3.3,57.6,3.0,117.0,1.97
100,6,0,1,30TPS100sec,7860,16160,30.1,0.77,0.01,0.07,10.4,0.727,7,3317,840.0,3.9,55.7,3.0,219.0,1.67
100,6,1,1,30TPS100sec,7780,16240,30.1,0.34,0.01,0.05,9.8,0.733,5,2477,834.0,3.0,89.2,3.0,177.0,2.27
3,6,0,1,40TPS3sec,4740,27280,40.1,0.23,0.01,0.04,7.0,0.93,21,1877,849.0,2.2,36.2,3.0,159.0,2.18
3,6,1,1,40TPS3sec,4960,27060,40.1,0.10,0.01,0.02,6.5,0.93,22,2257,846.0,2.7,35.0,3.0,132.0,1.41
5,6,0,1,40TPS5sec,5780,26240,40.1,0.14,0.01,0.03,7.2,0.9,22,2717,846.0,3.2,27.9,3.0,87.0,1.25
5,6,1,1,40TPS5sec,6220,25800,40.1,0.16,0.01,0.03,7.8,0.888,22,2037,852.0,2.4,35.5,3.0,129.0,2.25
10,6,0,1,40TPS10sec,6360,25660,40.1,0.22,0.01,0.03,8.2,0.887,16,2197,846.0,2.6,39.0,3.0,114.0,2.15
10,6,1,1,40TPS10sec,6080,25940,40.1,0.26,0.01,0.03,7.9,0.835,21,2337,846.0,2.8,32.5,3.0,78.0,1.82
20,6,0,1,40TPS20sec,6820,25200,40.1,0.13,0.01,0.03,8.7,0.859,13,2417,840.0,2.9,42.3,3.0,195.0,2.0
20,6,1,1,40TPS20sec,6280,25740,40.1,0.27,0.01,0.03,7.9,0.884,9,3057,834.0,3.7,79.9,3.0,168.0,1.14
30,6,0,1,40TPS30sec,6600,25420,40.1,0.23,0.01,0.03,8.3,0.847,10,1977,852.0,2.3,70.3,3.0,171.0,2.61
30,6,1,1,40TPS30sec,7800,24220,40.1,0.38,0.01,0.04,9.8,0.866,10,4917,831.0,5.9,41.0,3.0,117.0,0.66
40,6,0,1,40TPS40sec,6980,25040,40.1,0.43,0.01,0.04,8.8,0.804,12,2197,846.0,2.6,48.3,3.0,168.0,2.38
40,6,1,1,40TPS40sec,6460,25560,40.1,0.26,0.01,0.04,8.1,0.8,9,2057,843.0,2.4,71.6,3.0,180.0,2.38
50,6,0,1,40TPS50sec,7820,24200,40.1,0.17,0.01,0.04,9.8,0.8,8,2657,834.0,3.2,57.0,3.0,171.0,2.06
50,6,1,1,40TPS50sec,7020,25000,40.1,0.28,0.01,0.04,8.8,0.844,6,3557,837.0,4.2,109.8,3.0,222.0,1.1
60,6,0,1,40TPS60sec,7420,24600,40.1,0.77,0.01,0.10,9.4,0.774,8,2037,846.0,2.4,46.3,3.0,183.0,2.92
60,6,1,1,40TPS60sec,8000,24020,40.1,0.29,0.01,0.04,10.6,0.696,8,3897,846.0,4.6,69.4,3.0,168.0,1.3
80,6,0,1,40TPS80sec,8100,23920,40.1,0.35,0.01,0.04,10.2,0.682,8,3537,834.0,4.2,37.7,3.0,147.0,1.43
80,6,1,1,40TPS80sec,7800,24220,40.1,0.46,0.01,0.04,9.8,0.778,7,2797,840.0,3.3,57.9,3.0,177.0,1.97
100,6,0,1,40TPS100sec,9100,22920,40.1,0.21,0.01,0.04,11.4,0.724,9,3457,837.0,4.1,48.8,3.0,150.0,1.78
100,6,1,1,40TPS100sec,6180,25840,40.1,0.45,0.01,0.05,7.7,0.625,10,3897,843.0,4.6,68.6,3.0,183.0,0.67
3,6,0,1,50TPS3sec,5940,34080,50.1,0.12,0.01,0.03,7.5,0.923,22,2177,690.0,3.2,25.9,3.0,63.0,1.34
3,6,1,1,50TPS3sec,5440,34580,50.1,0.34,0.01,0.03,6.8,0.934,20,1717,849.0,2.0,35.5,3.0,108.0,2.4
5,6,0,1,50TPS5sec,5760,34260,50.1,0.11,0.01,0.03,7.3,0.895,21,1917,843.0,2.3,37.6,3.0,135.0,2.17
5,6,1,1,50TPS5sec,4600,35420,50.1,0.33,0.01,0.03,7.2,0.932,17,1657,849.0,2.0,45.6,3.0,159.0,2.6
10,6,0,1,50TPS10sec,6760,33260,50.1,0.21,0.01,0.03,8.5,0.901,15,1537,855.0,1.8,47.4,3.0,183.0,3.72
10,6,1,1,50TPS10sec,5820,34200,50.1,0.56,0.01,0.04,7.4,0.874,20,2917,849.0,3.4,34.3,3.0,99.0,1.18
20,6,0,1,50TPS20sec,6840,33180,50.1,0.42,0.01,0.03,9.5,0.855,12,2317,843.0,2.7,40.1,3.0,207.0,2.52
20,6,1,1,50TPS20sec,6640,33380,50.1,0.38,0.01,0.04,8.4,0.885,12,2137,846.0,2.5,28.1,3.0,111.0,2.36
30,6,0,1,50TPS30sec,6520,33500,50.1,0.17,0.01,0.03,8.2,0.818,9,2557,834.0,3.1,70.9,3.0,135.0,1.65
30,6,1,1,50TPS30sec,6240,33780,50.1,0.29,0.01,0.04,9.6,0.833,9,2977,843.0,3.5,54.0,3.0,144.0,1.74
40,6,0,1,50TPS40sec,7820,32200,50.1,0.45,0.01,0.04,9.8,0.774,8,2357,843.0,2.8,78.9,3.0,156.0,2.5
40,6,1,1,50TPS40sec,8080,31940,50.1,0.52,0.01,0.04,11.3,0.767,8,4257,840.0,5.1,62.5,3.0,198.0,1.22
50,6,0,1,50TPS50sec,7080,32940,50.1,0.29,0.01,0.04,10.2,0.684,7,3297,834.0,4.0,41.0,3.0,132.0,1.55
50,6,1,1,50TPS50sec,7920,32100,50.1,0.23,0.01,0.04,9.9,0.75,9,3037,837.0,3.6,48.0,3.0,240.0,1.75
60,6,0,1,50TPS60sec,8980,31040,50.1,0.72,0.01,0.04,11.2,0.594,14,3977,840.0,4.7,36.7,3.0,156.0,1.38
60,6,1,1,50TPS60sec,8580,31440,50.1,0.44,0.01,0.05,10.7,0.677,11,2317,840.0,2.8,49.3,3.0,207.0,2.82
80,6,0,1,50TPS80sec,8540,31480,50.1,0.30,0.01,0.04,10.7,0.762,6,3257,840.0,3.9,79.5,3.0,132.0,1.74
80,6,1,1,50TPS80sec,6440,33580,50.1,0.61,0.01,0.04,8.1,0.737,6,3337,834.0,4.0,115.8,3.0,264.0,1.02
100,6,0,1,50TPS100sec,7580,32440,50.1,0.40,0.01,0.05,10.0,0.765,6,3337,834.0,4.0,112.8,3.0,282.0,1.5
100,6,1,1,50TPS100sec,9160,30860,50.1,0.87,0.01,0.04,12.6,0.593,12,4777,825.0,5.8,32.7,3.0,102.0,1.17
3,6,0,1,60TPS3sec,4600,43420,60.1,0.10,0.01,0.02,6.1,0.959,15,1297,858.0,1.5,36.6,3.0,162.0,3.07
3,6,1,1,60TPS3sec,4220,43800,60.1,0.09,0.01,0.03,5.3,0.953,16,1357,846.0,1.6,40.6,3.0,120.0,2.31
5,6,0,1,60TPS5sec,6720,41300,60.1,0.19,0.01,0.03,8.4,0.917,19,2617,843.0,3.1,32.4,3.0,84.0,1.71
5,6,1,1,60TPS5sec,6380,41640,60.1,0.13,0.01,0.03,8.0,0.888,26,2597,852.0,3.0,28.9,3.0,78.0,1.67
10,6,0,1,60TPS10sec,7040,40980,60.1,0.21,0.01,0.03,9.0,0.891,14,1977,846.0,2.3,46.4,3.0,102.0,2.91
10,6,1,1,60TPS10sec,6680,41340,60.1,0.38,0.01,0.03,8.7,0.887,17,2417,840.0,2.9,51.9,3.0,153.0,2.0
20,6,0,1,60TPS20sec,6100,41920,60.1,0.16,0.01,0.04,7.6,0.867,12,2797,837.0,3.3,57.5,3.0,144.0,1.3
20,6,1,1,60TPS20sec,6820,41200,60.1,0.36,0.01,0.03,8.9,0.859,13,2597,843.0,3.1,53.5,3.0,138.0,1.87
30,6,0,1,60TPS30sec,6840,41180,60.1,0.29,0.01,0.03,8.8,0.828,11,957,849.0,1.1,32.1,3.0,162.0,7.0
30,6,1,1,60TPS30sec,7820,40200,60.1,0.14,0.01,0.04,11.0,0.659,16,3077,834.0,3.7,34.4,3.0,198.0,1.97
40,6,0,1,60TPS40sec,8160,39860,60.1,0.43,0.01,0.04,11.6,0.818,7,3017,834.0,3.6,27.0,3.0,54.0,2.22
40,6,1,1,60TPS40sec,8020,40000,60.1,0.33,0.01,0.03,10.0,0.75,12,4417,831.0,5.3,54.0,3.0,168.0,0.89
50,6,0,1,60TPS50sec,6340,41680,60.1,0.30,0.01,0.04,9.5,0.812,7,1437,843.0,1.7,104.0,3.0,330.0,4.59
50,6,1,1,60TPS50sec,7580,40440,60.1,0.23,0.01,0.04,11.0,0.833,6,3197,834.0,3.8,42.6,3.0,84.0,1.89
60,6,0,1,60TPS60sec,7240,40780,60.1,0.19,0.01,0.04,9.1,0.821,6,3257,834.0,3.9,60.6,3.0,156.0,1.33
60,6,1,1,60TPS60sec,8540,39480,60.1,0.25,0.01,0.04,11.0,0.773,6,2317,834.0,2.8,61.8,3.0,150.0,2.93
80,6,0,1,60TPS80sec,8420,39600,60.1,0.35,0.01,0.05,10.5,0.812,4,3297,840.0,3.9,67.0,3.0,123.0,1.69
80,6,1,1,60TPS80sec,8460,39560,60.1,0.77,0.01,0.04,10.6,0.757,10,5357,831.0,6.4,52.2,3.0,174.0,0.66
100,6,0,1,60TPS100sec,9400,38620,60.1,0.33,0.01,0.04,11.8,0.667,7,3897,843.0,4.6,55.5,3.0,213.0,1.57
100,6,1,1,60TPS100sec,7920,40100,60.1,0.42,0.01,0.04,10.4,0.714,5,2277,837.0,2.7,46.2,3.0,105.0,2.85
3,8,0,1,5TPS3sec,3700,320,5.1,0.07,0.01,0.02,4.6,0.966,16,1039,858.0,1.2,40.3,3.0,144.0,2.83
3,8,1,1,5TPS3sec,3880,140,5.1,0.12,0.01,0.02,4.9,0.951,20,1039,864.0,1.2,32.5,3.0,144.0,3.08
5,8,0,1,5TPS5sec,4020,0,5.1,0.10,0.01,0.02,5.1,0.968,14,459,852.0,0.5,30.9,3.0,135.0,9.2
5,8,1,1,5TPS5sec,3840,180,5.1,0.15,0.01,0.02,4.8,0.959,16,539,864.0,0.6,38.1,3.0,132.0,7.0
10,8,0,1,5TPS10sec,4020,0,5.1,0.07,0.01,0.02,5.1,0.917,22,439,846.0,0.5,21.9,3.0,213.0,9.2
