Network Size,Delivery Rate (TPS),Run Index,NAME,Memory(max) (MB),Memory(avg) (MB),CPU(max) (%),CPU(avg) (%),Traffic In (MB),Traffic Out (MB),Disc Read (B),Disc Write (B)
2,10,1,sawtooth-rest-api-0,141.2,55.3,99.83,18.06,1.1,1.8,0,0
2,10,1,sawtooth-intkey-tp-python...ult-0,23.7,22.1,44.46,6.87,23.0,11.4,0,0
2,10,1,sawtooth-settings-tp-0,20.7,20.7,0.00,0.00,10.7,0,0,0
2,10,1,sawtooth-validator-1,356.7,221.3,99.81,15.05,22.4,30.7,0,0
2,10,1,sawtooth-validator-0,453.3,258.6,108.45,29.99,27.3,1.1,0,0
2,10,2,sawtooth-shell-default,43.4,14.1,62.24,13.17,1.8,12.7,0,0
2,10,2,sawtooth-settings-tp-0,20.7,20.7,0.00,0.00,10.7,0,0,0
2,10,2,sawtooth-poet-validator-r...-tp-0,46.8,46.8,0.00,0.00,10.7,0,0,0
2,10,2,sawtooth-rest-api-0,120.3,55.5,89.04,18.06,1.1,1.8,0,0
2,10,2,sawtooth-intkey-tp-python...ult-0,23.6,21.9,46.84,7.10,23.6,11.7,0,0
2,10,2,sawtooth-poet-validator-r...-tp-1,47.0,47.0,0.00,0.00,10.6,0,0,0
2,10,2,sawtooth-intkey-tp-python...ult-1,23.9,22.1,45.94,7.04,23.6,11.7,0,0
2,10,2,sawtooth-rest-api-1,26.4,26.4,0.78,0.09,3.7,3.8,0,0
2,10,2,sawtooth-settings-tp-1,20.8,20.8,0.00,0.00,10.6,0,0,0
2,10,2,sawtooth-validator-1,357.6,234.0,93.68,16.35,23.2,31.4,0,0
2,10,2,sawtooth-validator-0,450.7,275.5,110.83,31.38,27.6,1.1,0,0
2,15,0,sawtooth-shell-default,51.6,16.0,54.30,11.99,2.0,13.6,0,0
2,15,0,sawtooth-rest-api-0,176.4,67.1,100.16,20.31,1.2,2.0,0,0
2,15,0,sawtooth-poet-validator-r...-tp-0,46.8,46.8,0.64,0.00,15.6,3.6,0,0
2,15,0,sawtooth-intkey-tp-python...ult-0,25.7,23.2,55.07,10.71,36.0,18.0,0,0
2,15,0,sawtooth-settings-tp-0,20.8,20.8,0.00,0.00,10.7,0,0,0
2,15,0,sawtooth-rest-api-1,26.3,26.1,0.80,0.13,5.6,5.7,0,0
2,15,0,sawtooth-intkey-tp-python...ult-1,25.4,23.0,53.44,10.17,35.1,17.5,0,0
2,15,0,sawtooth-settings-tp-1,20.6,20.6,0.00,0.00,10.6,0,0,0
2,15,0,sawtooth-poet-validator-r...-tp-1,46.3,46.3,0.72,0.00,15.8,3.6,0,0
2,15,0,sawtooth-validator-1,452.7,304.5,102.20,25.99,34.4,46.8,0,0
2,15,0,sawtooth-validator-0,595.8,366.4,114.89,48.83,40.0,1.2,0,0
2,15,1,sawtooth-shell-default,67.4,15.9,56.54,11.36,1.8,12.2,0,0
2,15,1,sawtooth-rest-api-0,159.5,65.0,99.92,18.65,1.1,1.8,0,0
2,15,1,sawtooth-settings-tp-0,20.5,20.5,0.00,0.00,10.5,0,0,0
2,15,1,sawtooth-poet-validator-r...-tp-0,46.9,46.9,0.00,0.00,10.5,0,0,0
2,15,1,sawtooth-intkey-tp-python...ult-0,25.7,23.0,47.73,11.00,36.6,18.3,0,0
2,15,1,sawtooth-intkey-tp-python...ult-1,25.5,22.9,49.54,10.55,35.4,17.6,0,0
2,15,1,sawtooth-settings-tp-1,20.7,20.7,0.00,0.00,10.5,0,0,0
2,15,1,sawtooth-rest-api-1,26.6,26.4,0.81,0.12,5.6,5.7,0,0
2,15,1,sawtooth-poet-validator-r...-tp-1,47.0,47.0,0.00,0.00,10.6,0,0,0
2,15,1,sawtooth-validator-0,723.5,375.1,113.01,55.20,40.2,1.1,0,0
2,15,1,sawtooth-validator-1,580.4,312.1,104.97,35.40,34.4,47.6,0,0
2,15,2,sawtooth-shell-default,50.3,16.6,56.78,11.14,1.8,12.1,0,0
2,15,2,sawtooth-rest-api-1,26.6,26.4,0.77,0.11,5.6,5.7,0,0
2,15,2,sawtooth-intkey-tp-python...ult-1,25.5,22.9,54.37,10.76,35.6,17.8,0,0
2,15,2,sawtooth-poet-validator-r...-tp-1,46.7,46.7,0.00,0.00,10.7,0,0,0
2,15,2,sawtooth-settings-tp-1,20.6,20.6,0.00,0.00,10.8,0,0,0
2,15,2,sawtooth-settings-tp-0,20.4,20.4,0.00,0.00,10.8,0,0,0
