round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,66.5MB,16.4MB,64.04%,13.03%,1.6GB,11.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.5MB,46.5MB,0.66%,0.00%,15.7KB,3.7KB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,160.3MB,61.3MB,100.59%,18.58%,1009.4MB,1.6GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,26.1MB,23.9MB,52.78%,12.03%,40.4MB,20.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.5MB,20.5MB,0.00%,0.00%,10.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,25.9MB,23.8MB,53.99%,11.63%,39.3MB,19.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.5MB,46.5MB,0.67%,0.00%,15.6KB,3.6KB,0B,0B
round0,Docker,sawtooth-rest-api-1,28.2MB,27.4MB,0.83%,0.22%,11.1MB,11.3MB,0B,0B
round0,Docker,sawtooth-validator-1,619.9MB,443.5MB,108.09%,68.97%,41.7MB,52.9MB,0B,0B
round0,Docker,sawtooth-validator-0,798.2MB,509.5MB,116.11%,85.19%,49.0MB,1.0GB,0B,0B
