Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,300,0,5.8 tps,0.03 s,0.01 s,0.02 s,5.8 tps
2,10 TPS,700,0,10.6 tps,0.03 s,0.01 s,0.02 s,10.6 tps
3,15 TPS,400,340,15.4 tps,0.04 s,0.01 s,0.02 s,16.6 tps
4,20 TPS,780,460,20.7 tps,0.23 s,0.02 s,0.04 s,13.0 tps
5,25 TPS,920,860,25.3 tps,0.10 s,0.01 s,0.05 s,13.5 tps
6,30 TPS,620,1820,30.5 tps,0.10 s,0.02 s,0.04 s,7.7 tps
7,35 TPS,2060,1120,35.2 tps,0.22 s,0.02 s,0.08 s,23.2 tps
8,40 TPS,1340,2720,40.4 tps,0.17 s,0.03 s,0.09 s,-0.0 tps
9,45 TPS,500,4500,45.2 tps,0.13 s,0.03 s,0.07 s,11.4 tps
