Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,2660,360,10.1 tps,0.04 s,0.01 s,0.02 s,9.0 tps
2,10 TPS,1600,0,10.3 tps,0.06 s,0.01 s,0.02 s,10.3 tps
3,15 TPS,1800,600,15.3 tps,0.13 s,0.01 s,0.02 s,11.4 tps
4,20 TPS,2060,1180,20.2 tps,0.16 s,0.01 s,0.04 s,13.0 tps
5,25 TPS,2140,2400,25.2 tps,0.19 s,0.01 s,0.03 s,11.9 tps
6,30 TPS,3000,2440,30.2 tps,0.18 s,0.01 s,0.06 s,21.5 tps
7,35 TPS,1760,5280,35.2 tps,0.12 s,0.02 s,0.05 s,-0.0 tps
8,40 TPS,3180,5680,40.2 tps,0.46 s,0.02 s,0.10 s,14.4 tps
9,45 TPS,2280,8580,45.2 tps,0.29 s,0.02 s,0.12 s,-0.0 tps
