Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,300,0,5.8 tps,0.03 s,0.01 s,0.02 s,5.8 tps
2,10 TPS,700,0,10.6 tps,0.03 s,0.01 s,0.02 s,10.6 tps
3,15 TPS,740,0,15.4 tps,0.04 s,0.01 s,0.02 s,15.4 tps
4,20 TPS,1000,240,20.7 tps,0.11 s,0.01 s,0.04 s,-0.0 tps
5,25 TPS,1360,380,25.3 tps,0.13 s,0.01 s,0.04 s,-0.0 tps
6,30 TPS,560,1840,30.5 tps,0.10 s,0.02 s,0.04 s,-0.0 tps
7,35 TPS,1560,1620,35.2 tps,0.12 s,0.02 s,0.05 s,17.4 tps
8,40 TPS,2060,2000,40.4 tps,0.36 s,0.03 s,0.08 s,20.5 tps
9,45 TPS,1160,3840,45.2 tps,0.14 s,0.03 s,0.08 s,-0.0 tps
