Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,120,0,7.5 tps,0.03 s,0.01 s,0.02 s,7.5 tps
2,10 TPS,220,0,12.2 tps,0.03 s,0.01 s,0.01 s,12.2 tps
3,15 TPS,460,0,15.7 tps,0.03 s,0.01 s,0.02 s,15.7 tps
4,20 TPS,820,0,21.0 tps,0.10 s,0.01 s,0.02 s,21.0 tps
5,25 TPS,1260,0,25.4 tps,0.29 s,0.01 s,0.03 s,25.4 tps
6,30 TPS,1680,140,30.7 tps,0.18 s,0.01 s,0.04 s,28.3 tps
7,35 TPS,1780,680,35.3 tps,0.21 s,0.01 s,0.04 s,25.5 tps
8,40 TPS,1140,2080,40.5 tps,0.11 s,0.01 s,0.04 s,40.6 tps
9,45 TPS,1000,3060,45.2 tps,0.07 s,0.01 s,0.04 s,-0.0 tps
