round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-intkey-tp-python...ult-3,23.5MB,21.9MB,37.24%,22.97%,22.9MB,11.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.8MB,20.8MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,27.7MB,27.2MB,1.07%,0.11%,1.8MB,1.9MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.7MB,46.7MB,0.00%,0.00%,46.2KB,28.2KB,0B,0B
round0,Docker,sawtooth-shell-default,28.4MB,11.7MB,93.39%,35.22%,154.3MB,1.3MB,0B,0B
round0,Docker,sawtooth-rest-api-0,35.7MB,30.8MB,44.17%,8.73%,95.7MB,156.8MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.5MB,22.0MB,36.38%,22.62%,22.5MB,11.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,46.2KB,28.2KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,23.6MB,22.1MB,37.42%,22.89%,23.1MB,11.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,47.1MB,47.1MB,0.00%,0.00%,46.1KB,28.2KB,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-5,27.4MB,27.1MB,1.16%,0.13%,1.9MB,1.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-6,20.8MB,20.8MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-6,27.4MB,27.1MB,1.25%,0.11%,1.9MB,1.9MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-6,46.7MB,46.7MB,0.00%,0.00%,46.2KB,28.2KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-6,23.7MB,22.2MB,37.08%,23.46%,23.2MB,11.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,46.9MB,46.9MB,0.00%,0.00%,46.2KB,28.2KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,23.8MB,22.3MB,37.28%,23.34%,22.9MB,11.5MB,0B,0B
round0,Docker,sawtooth-rest-api-4,27.6MB,27.3MB,1.20%,0.10%,1.9MB,1.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.7MB,20.7MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.9MB,20.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,23.6MB,22.0MB,37.20%,23.60%,23.3MB,11.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.0MB,47.0MB,0.00%,0.00%,46.1KB,28.2KB,0B,0B
round0,Docker,sawtooth-rest-api-2,27.4MB,27.1MB,1.81%,0.12%,1.9MB,1.9MB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.2MB,26.8MB,1.34%,0.12%,1.9MB,1.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.9MB,20.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.9MB,22.3MB,36.37%,23.14%,23.0MB,11.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,46.2KB,28.2KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-7,23.6MB,22.0MB,38.95%,23.13%,23.0MB,11.6MB,0B,0B
round0,Docker,sawtooth-rest-api-7,27.7MB,27.3MB,1.50%,0.11%,1.9MB,1.9MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-7,46.9MB,46.9MB,0.00%,0.00%,46.1KB,28.2KB,0B,0B
round0,Docker,sawtooth-settings-tp-7,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-validator-3,236.8MB,177.1MB,96.77%,57.31%,30.7MB,25.0MB,0B,0B
round0,Docker,sawtooth-validator-1,242.1MB,180.1MB,95.37%,56.82%,30.0MB,26.0MB,0B,0B
round0,Docker,sawtooth-validator-6,233.7MB,178.6MB,98.45%,56.72%,30.6MB,25.7MB,0B,0B
round0,Docker,sawtooth-validator-4,226.8MB,174.9MB,98.19%,56.71%,30.6MB,25.3MB,0B,0B
round0,Docker,sawtooth-validator-0,266.2MB,198.4MB,95.00%,57.55%,31.2MB,233.8MB,0B,0B
round0,Docker,sawtooth-validator-5,225.4MB,171.4MB,99.42%,57.45%,30.1MB,26.0MB,0B,0B
round0,Docker,sawtooth-validator-2,233.3MB,179.7MB,93.26%,56.51%,30.8MB,25.6MB,0B,0B
round0,Docker,sawtooth-validator-7,239.3MB,179.3MB,98.19%,57.17%,30.1MB,25.9MB,0B,0B
