round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,24.8MB,6.2MB,50.34%,10.65%,18.7MB,194.3KB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,2.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,29.3MB,28.0MB,6.69%,1.26%,11.4MB,18.8MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,2.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,20.9MB,20.8MB,47.13%,1.45%,457.0KB,225.1KB,0B,0B
round0,Docker,sawtooth-validator-0,87.6MB,84.7MB,68.64%,2.83%,364.1KB,11.6MB,0B,0B
