Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,120,0,7.5 tps,0.03 s,0.01 s,0.02 s,7.5 tps
2,10 TPS,220,0,12.2 tps,0.04 s,0.01 s,0.02 s,12.2 tps
3,15 TPS,460,0,15.7 tps,0.04 s,0.01 s,0.02 s,15.7 tps
4,20 TPS,820,0,21.0 tps,0.10 s,0.01 s,0.03 s,21.0 tps
5,25 TPS,1220,40,25.4 tps,0.13 s,0.01 s,0.04 s,24.6 tps
6,30 TPS,420,1400,30.7 tps,0.06 s,0.01 s,0.03 s,7.2 tps
7,35 TPS,0,2460,35.3 tps,0.00 s,100000.00 s,NaN s,0.0 tps
8,40 TPS,120,3100,40.5 tps,0.04 s,0.01 s,0.02 s,-0.0 tps
9,45 TPS,1580,2480,45.2 tps,0.09 s,0.01 s,0.04 s,-0.0 tps
