round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,43.0MB,16.8MB,70.64%,20.48%,1.2GB,8.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.6MB,20.6MB,0.00%,0.00%,3.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,27.9MB,27.3MB,1.53%,0.20%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,26.6MB,23.6MB,51.48%,18.34%,46.6MB,23.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.8MB,46.8MB,0.00%,0.00%,18.3KB,11.3KB,0B,0B
round0,Docker,sawtooth-rest-api-0,84.6MB,47.9MB,77.96%,21.09%,714.3MB,1.2GB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,3.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,1.91%,0.00%,18.4KB,11.4KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.9MB,23.4MB,52.92%,15.95%,40.9MB,20.9MB,0B,0B
round0,Docker,sawtooth-rest-api-1,28.2MB,27.7MB,0.54%,0.19%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.5MB,46.5MB,0.00%,0.00%,18.3KB,11.3KB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,3.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,26.2MB,23.4MB,51.97%,16.94%,43.9MB,22.4MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,26.5MB,23.6MB,51.64%,17.58%,45.4MB,23.0MB,0B,0B
round0,Docker,sawtooth-rest-api-3,28.1MB,27.6MB,1.51%,0.19%,7.4MB,7.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,47.1MB,47.0MB,0.00%,0.00%,18.4KB,11.4KB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.5MB,20.5MB,0.00%,0.00%,3.1KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,654.5MB,424.1MB,108.41%,94.04%,55.2MB,810.4MB,0B,0B
round0,Docker,sawtooth-validator-2,593.6MB,406.7MB,112.00%,88.49%,51.4MB,57.8MB,0B,0B
round0,Docker,sawtooth-validator-1,599.5MB,405.7MB,107.27%,89.98%,53.9MB,51.2MB,0B,0B
round0,Docker,sawtooth-validator-3,599.7MB,408.5MB,110.84%,88.74%,56.1MB,51.2MB,0B,0B
