Network Size,Delivery Rate (TPS),Run Index,NAME,Memory(max) (MB),Memory(avg) (MB),CPU(max) (%),CPU(avg) (%),Traffic In (MB),Traffic Out (MB),Disc Read (B),Disc Write (B)
6,5,1,sawtooth-rest-api-3,26.5,26.4,0.36,0.01,647.3,651.4,0,0
6,5,1,sawtooth-intkey-tp-python...ult-3,26.8,23.1,53.59,14.08,45.8,22.8,0,0
6,5,1,sawtooth-poet-validator-r...-tp-3,47.1,47.1,3.76,0.01,34.7,19.5,0,0
6,5,1,sawtooth-validator-2,469.9,250.6,100.91,43.20,53.1,48.1,0,0
6,5,1,sawtooth-validator-0,351.9,223.8,105.44,31.57,40.6,423.5,0,0
6,5,1,sawtooth-validator-5,384.8,200.0,100.82,32.93,44.3,40.0,0,0
6,5,1,sawtooth-validator-4,325.5,187.0,106.26,26.64,36.8,31.1,0,0
6,5,1,sawtooth-validator-1,382.0,212.7,101.15,35.08,45.1,74.0,0,0
6,5,1,sawtooth-validator-3,461.7,247.5,102.93,43.43,52.5,80.4,0,0
6,5,2,sawtooth-shell-default,32.2,10.7,67.47,13.97,1.0,7.4,0,0
6,5,2,sawtooth-rest-api-2,26.4,26.4,0.53,0.01,630.9,634.7,0,0
6,5,2,sawtooth-settings-tp-2,20.7,20.7,0.00,0.00,9.1,0,0,0
6,5,2,sawtooth-intkey-tp-python...ult-2,23.4,21.7,45.99,6.47,20.7,10.2,0,0
6,5,2,sawtooth-poet-validator-r...-tp-2,46.9,46.9,0.00,0.00,9.0,0,0,0
6,5,2,sawtooth-settings-tp-4,20.6,20.6,0.00,0.00,9.0,0,0,0
6,5,2,sawtooth-poet-validator-r...-tp-4,46.9,46.9,0.00,0.00,9.0,0,0,0
6,5,2,sawtooth-rest-api-4,26.5,26.4,0.69,0.01,647.5,652.0,0,0
6,5,2,sawtooth-intkey-tp-python...ult-4,24.6,22.1,46.77,9.17,29.3,14.5,0,0
6,5,2,sawtooth-rest-api-0,81.9,42.1,71.84,12.14,636.9,1.0,0,0
6,5,2,sawtooth-settings-tp-0,20.5,20.5,0.00,0.00,9.0,0,0,0
6,5,2,sawtooth-poet-validator-r...-tp-0,46.8,46.8,0.00,0.00,9.0,0,0,0
6,5,2,sawtooth-intkey-tp-python...ult-0,25.0,22.5,43.55,10.40,32.4,16.2,0,0
6,5,2,sawtooth-poet-validator-r...-tp-5,46.8,46.8,0.00,0.00,9.0,0,0,0
6,5,2,sawtooth-settings-tp-5,21.0,21.0,0.00,0.00,8.9,0,0,0
6,5,2,sawtooth-rest-api-5,26.2,26.2,0.77,0.02,648.1,651.6,0,0
6,5,2,sawtooth-intkey-tp-python...ult-5,24.9,22.4,46.77,10.51,32.5,16.2,0,0
6,5,2,sawtooth-intkey-tp-python...ult-3,24.8,22.4,45.19,10.54,32.5,16.2,0,0
6,5,2,sawtooth-rest-api-3,26.6,26.4,0.43,0.01,646.4,650.6,0,0
6,5,2,sawtooth-poet-validator-r...-tp-3,46.8,46.8,0.00,0.00,9.0,0,0,0
6,5,2,sawtooth-settings-tp-3,20.8,20.8,0.00,0.00,8.9,0,0,0
6,5,2,sawtooth-poet-validator-r...-tp-1,46.9,46.9,0.00,0.00,9.0,0,0,0
6,5,2,sawtooth-settings-tp-1,20.7,20.7,0.00,0.00,8.9,0,0,0
6,5,2,sawtooth-rest-api-1,26.3,26.3,0.69,0.01,631.4,634.9,0,0
6,5,2,sawtooth-intkey-tp-python...ult-1,22.6,21.3,41.73,5.28,16.6,8.2,0,0
6,5,2,sawtooth-validator-2,278.7,167.9,93.33,15.15,28.5,25.7,0,0
6,5,2,sawtooth-validator-1,262.5,163.5,91.38,13.67,25.7,22.3,0,0
6,5,2,sawtooth-validator-4,325.3,187.1,96.88,24.72,31.6,35.5,0,0
6,5,2,sawtooth-validator-5,352.9,206.8,93.69,26.49,37.4,34.5,0,0
6,5,2,sawtooth-validator-3,348.2,205.7,94.48,26.74,37.6,34.3,0,0
6,5,2,sawtooth-validator-0,418.3,235.2,103.76,33.03,40.0,753.8,0,0
6,10,0,sawtooth-shell-default,64.3,14.8,55.51,13.48,1.6,11.4,0,0
6,10,0,sawtooth-intkey-tp-python...ult-5,24.6,22.5,44.50,9.71,28.4,14.2,0,0
6,10,0,sawtooth-poet-validator-r...-tp-5,46.7,46.7,0.00,0.00,8.9,0,0,0
6,10,0,sawtooth-settings-tp-5,20.8,20.8,0.00,0.00,9.0,0,0,0
6,10,0,sawtooth-rest-api-5,26.2,26.2,0.72,0.03,1.2,1.3,0,0
6,10,0,sawtooth-settings-tp-0,20.6,20.6,0.00,0.00,9.0,0,0,0
6,10,0,sawtooth-poet-validator-r...-tp-0,47.0,47.0,0.00,0.00,9.0,0,0,0
6,10,0,sawtooth-rest-api-0,135.2,55.7,101.46,18.25,997.6,1.6,0,0
6,10,0,sawtooth-intkey-tp-python...ult-0,24.6,22.5,43.87,9.84,29.3,14.7,0,0
6,10,0,sawtooth-settings-tp-1,20.8,20.8,0.00,0.00,9.0,0,0,0
6,10,0,sawtooth-poet-validator-r...-tp-1,46.9,46.9,0.00,0.00,9.0,0,0,0
6,10,0,sawtooth-rest-api-1,26.3,26.2,0.76,0.03,1.2,1.3,0,0
6,10,0,sawtooth-intkey-tp-python...ult-1,24.4,22.3,42.47,9.68,28.4,14.2,0,0
6,10,0,sawtooth-rest-api-2,26.1,26.1,0.79,0.03,1.2,1.3,0,0
6,10,0,sawtooth-settings-tp-2,20.5,20.5,0.00,0.00,8.9,0,0,0
6,10,0,sawtooth-poet-validator-r...-tp-2,46.8,46.8,0.00,0.00,9.0,0,0,0
6,10,0,sawtooth-intkey-tp-python...ult-2,24.3,22.3,45.43,9.82,28.4,14.2,0,0
6,10,0,sawtooth-intkey-tp-python...ult-3,24.4,22.4,44.51,9.79,28.4,14.2,0,0
6,10,0,sawtooth-poet-validator-r...-tp-3,47.1,47.1,0.00,0.00,9.0,0,0,0
6,10,0,sawtooth-rest-api-3,26.3,26.3,0.74,0.03,1.3,1.3,0,0
6,10,0,sawtooth-settings-tp-3,20.9,20.9,0.00,0.00,9.0,0,0,0
6,10,0,sawtooth-rest-api-4,26.3,26.3,0.76,0.03,1.3,1.3,0,0
6,10,0,sawtooth-settings-tp-4,20.5,20.5,0.00,0.00,8.9,0,0,0
6,10,0,sawtooth-intkey-tp-python...ult-4,24.5,22.4,45.48,9.77,28.7,14.4,0,0
6,10,0,sawtooth-poet-validator-r...-tp-4,47.0,47.0,0.00,0.00,9.0,0,0,0
6,10,0,sawtooth-validator-1,415.8,246.6,101.81,25.07,30.8,31.4,0,0
6,10,0,sawtooth-validator-0,545.3,305.4,109.24,39.98,35.8,1.0,0,0
6,10,0,sawtooth-validator-2,426.7,258.5,96.59,24.67,30.8,49.6,0,0
6,10,0,sawtooth-validator-5,410.0,251.4,99.87,24.53,30.3,31.8,0,0
6,10,0,sawtooth-validator-3,399.4,244.7,100.94,24.56,30.6,31.5,0,0
6,10,0,sawtooth-validator-4,400.8,245.0,100.00,25.26,30.5,32.1,0,0
6,10,1,sawtooth-shell-default,46.3,15.5,65.82,14.20,1.1,7.9,0,0
6,10,1,sawtooth-poet-validator-r...-tp-5,46.9,46.9,0.00,0.00,9.0,0,0,0
6,10,1,sawtooth-settings-tp-5,20.8,20.8,0.00,0.00,8.9,0,0,0
6,10,1,sawtooth-intkey-tp-python...ult-5,26.1,23.2,53.69,14.80,40.6,20.6,0,0
6,10,1,sawtooth-rest-api-5,26.9,26.4,0.74,0.03,1.2,1.3,0,0
6,10,1,sawtooth-settings-tp-1,20.6,20.6,0.00,0.00,9.0,0,0,0
6,10,1,sawtooth-rest-api-1,26.7,26.5,0.51,0.03,1.2,1.3,0,0
6,10,1,sawtooth-intkey-tp-python...ult-1,25.7,23.1,44.54,14.32,38.7,19.5,0,0
6,10,1,sawtooth-poet-validator-r...-tp-1,46.8,46.8,0.00,0.00,9.0,0,0,0
6,10,1,sawtooth-rest-api-2,27.2,26.5,0.55,0.03,1.2,1.3,0,0
6,10,1,sawtooth-settings-tp-2,20.5,20.5,0.00,0.00,9.1,0,0,0
6,10,1,sawtooth-poet-validator-r...-tp-2,46.9,46.9,0.00,0.00,8.9,0,0,0
6,10,1,sawtooth-intkey-tp-python...ult-2,25.9,23.1,48.89,14.63,39.0,19.6,0,0
6,10,1,sawtooth-poet-validator-r...-tp-0,47.2,47.2,0.00,0.00,8.9,0,0,0
6,10,1,sawtooth-settings-tp-0,20.8,20.8,0.00,0.00,8.9,0,0,0
6,10,1,sawtooth-intkey-tp-python...ult-0,25.7,22.9,50.79,14.25,39.5,20.0,0,0
6,10,1,sawtooth-rest-api-0,103.7,52.3,102.40,17.40,680.6,1.1,0,0
6,10,1,sawtooth-poet-validator-r...-tp-3,46.7,46.7,0.00,0.00,9.0,0,0,0
6,10,1,sawtooth-settings-tp-3,20.5,20.5,0.00,0.00,8.9,0,0,0
6,10,1,sawtooth-intkey-tp-python...ult-3,25.7,23.1,48.37,14.61,39.6,20.0,0,0
6,10,1,sawtooth-rest-api-3,26.8,26.4,0.76,0.03,1.3,1.3,0,0
6,10,1,sawtooth-intkey-tp-python...ult-4,23.7,22.2,40.31,8.49,22.3,11.0,0,0
6,10,1,sawtooth-rest-api-4,26.3,26.2,0.73,0.03,1.3,1.3,0,0
6,10,1,sawtooth-settings-tp-4,20.9,20.9,0.00,0.00,8.9,0,0,0
6,10,1,sawtooth-poet-validator-r...-tp-4,46.9,46.9,0.00,0.00,9.1,0,0,0
6,10,1,sawtooth-validator-5,491.7,296.6,103.46,58.46,42.5,43.1,0,0
6,10,1,sawtooth-validator-1,468.5,296.3,106.03,49.36,40.2,42.4,0,0
6,10,1,sawtooth-validator-2,465.8,287.0,103.68,55.36,40.2,42.9,0,0
6,10,1,sawtooth-validator-0,571.9,352.3,112.86,65.85,45.0,806.0,0,0
6,10,1,sawtooth-validator-3,469.2,300.2,103.98,51.33,41.3,42.7,0,0
6,10,1,sawtooth-validator-4,330.8,224.6,100.85,26.86,27.7,30.1,0,0
6,10,2,sawtooth-shell-default,38.2,15.5,99.74,15.43,838.3,5.9,0,0
6,10,2,sawtooth-rest-api-0,85.3,49.3,101.60,16.27,503.7,841.8,0,0
6,10,2,sawtooth-poet-validator-r...-tp-0,46.9,46.9,0.00,0.00,34.9,19.5,0,0
6,10,2,sawtooth-intkey-tp-python...ult-0,23.8,22.3,46.01,11.23,24.0,11.9,0,0
6,10,2,sawtooth-settings-tp-0,20.6,20.6,0.00,0.00,9.0,0,0,0
6,10,2,sawtooth-settings-tp-1,20.9,20.9,0.00,0.00,9.1,0,0,0
6,10,2,sawtooth-rest-api-1,27.0,26.5,0.94,0.04,1.2,1.3,0,0
6,10,2,sawtooth-intkey-tp-python...ult-1,23.9,22.3,43.20,12.12,24.7,12.3,0,0
6,10,2,sawtooth-poet-validator-r...-tp-1,46.9,46.9,0.00,0.00,34.9,19.5,0,0
6,10,2,sawtooth-poet-validator-r...-tp-3,46.9,46.9,0.00,0.00,35.0,19.5,0,0
6,10,2,sawtooth-intkey-tp-python...ult-3,24.0,22.4,43.76,12.97,26.0,12.9,0,0
6,10,2,sawtooth-settings-tp-3,20.9,20.9,0.00,0.00,9.1,0,0,0
6,10,2,sawtooth-rest-api-3,26.8,26.6,1.22,0.04,1.3,1.3,0,0
6,10,2,sawtooth-poet-validator-r...-tp-5,46.9,46.9,0.00,0.00,35.0,19.5,0,0
6,10,2,sawtooth-rest-api-5,27.0,26.4,0.76,0.04,1.2,1.3,0,0
6,10,2,sawtooth-intkey-tp-python...ult-5,23.9,22.3,44.16,12.42,25.0,12.4,0,0
6,10,2,sawtooth-settings-tp-5,20.7,20.7,0.00,0.00,9.0,0,0,0
6,10,2,sawtooth-rest-api-2,27.1,26.5,0.72,0.04,1.2,1.3,0,0
6,10,2,sawtooth-poet-validator-r...-tp-2,47.0,47.0,0.00,0.00,35.1,19.5,0,0
6,10,2,sawtooth-intkey-tp-python...ult-2,24.1,22.4,45.36,12.65,25.7,12.8,0,0
6,10,2,sawtooth-settings-tp-2,20.8,20.8,0.00,0.00,9.1,0,0,0
6,10,2,sawtooth-settings-tp-4,20.6,20.6,0.00,0.00,9.1,0,0,0
6,10,2,sawtooth-rest-api-4,27.4,26.7,1.05,0.04,1.3,1.3,0,0
6,10,2,sawtooth-intkey-tp-python...ult-4,23.9,22.3,43.11,11.94,24.7,12.3,0,0
6,10,2,sawtooth-poet-validator-r...-tp-4,46.8,46.8,0.00,0.00,34.9,19.5,0,0
6,10,2,sawtooth-validator-2,422.6,257.8,103.60,56.39,26.4,30.1,0,0
6,10,2,sawtooth-validator-3,421.5,260.7,101.43,54.28,26.6,30.4,0,0
6,10,2,sawtooth-validator-0,459.2,289.0,109.65,61.93,30.9,588.6,0,0
6,10,2,sawtooth-validator-5,409.1,253.9,101.79,57.21,27.2,28.2,0,0
6,10,2,sawtooth-validator-1,400.7,258.4,102.64,57.77,28.6,26.4,0,0
6,10,2,sawtooth-validator-4,431.2,273.3,104.76,58.61,28.0,27.0,0,0
6,15,0,sawtooth-shell-default,27.4,12.6,100.51,36.37,278.5,2.2,0,0
6,15,0,sawtooth-intkey-tp-python...ult-0,24.3,22.5,48.81,26.05,26.8,13.5,0,0
6,15,0,sawtooth-rest-api-0,43.0,33.7,67.64,13.86,169.7,281.2,0,0
6,15,0,sawtooth-poet-validator-r...-tp-0,46.9,46.9,3.93,0.01,35.0,19.5,0,0
6,15,0,sawtooth-settings-tp-0,20.8,20.8,0.00,0.00,8.9,0,0,0
6,15,0,sawtooth-intkey-tp-python...ult-3,24.4,22.5,46.14,26.59,27.1,13.7,0,0
6,15,0,sawtooth-settings-tp-3,20.6,20.6,0.00,0.00,9.0,0,0,0
6,15,0,sawtooth-rest-api-3,27.4,27.1,1.86,0.10,1.9,1.9,0,0
6,15,0,sawtooth-poet-validator-r...-tp-3,46.9,46.9,6.62,0.02,35.0,19.5,0,0
6,15,0,sawtooth-intkey-tp-python...ult-1,24.2,22.4,45.41,26.56,27.2,13.7,0,0
6,15,0,sawtooth-settings-tp-1,20.9,20.9,0.00,0.00,9.0,0,0,0
6,15,0,sawtooth-poet-validator-r...-tp-1,47.0,47.0,10.97,0.03,34.9,19.5,0,0
6,15,0,sawtooth-rest-api-1,27.5,27.3,1.81,0.12,1.9,1.9,0,0
6,15,0,sawtooth-rest-api-5,27.5,27.1,1.53,0.12,1.9,1.9,0,0
6,15,0,sawtooth-settings-tp-5,20.8,20.8,0.00,0.00,9.0,0,0,0
6,15,0,sawtooth-intkey-tp-python...ult-5,24.5,22.5,45.84,26.74,27.4,13.9,0,0
6,15,0,sawtooth-poet-validator-r...-tp-5,46.8,46.8,6.01,0.01,34.9,19.5,0,0
6,15,0,sawtooth-poet-validator-r...-tp-2,46.9,46.9,5.69,0.01,34.8,19.5,0,0
6,15,0,sawtooth-settings-tp-2,20.9,20.9,0.00,0.00,8.9,0,0,0
6,15,0,sawtooth-rest-api-2,27.7,27.2,1.52,0.11,1.9,1.9,0,0
6,15,0,sawtooth-intkey-tp-python...ult-2,24.5,22.5,46.04,26.44,27.5,13.9,0,0
6,15,0,sawtooth-intkey-tp-python...ult-4,24.2,22.4,47.29,25.96,26.9,13.5,0,0
6,15,0,sawtooth-rest-api-4,27.7,27.3,1.39,0.14,1.9,1.9,0,0
6,15,0,sawtooth-settings-tp-4,20.7,20.7,0.00,0.00,9.0,0,0,0
6,15,0,sawtooth-poet-validator-r...-tp-4,46.9,46.9,9.77,0.02,34.8,19.5,0,0
6,15,0,sawtooth-validator-1,304.7,210.0,100.94,67.83,32.4,30.5,0,0
6,15,0,sawtooth-validator-3,310.2,217.1,102.99,67.78,32.3,50.4,0,0
6,15,0,sawtooth-validator-5,297.6,218.4,103.03,68.18,32.1,51.2,0,0
6,15,0,sawtooth-validator-0,313.4,229.4,101.10,69.61,33.1,235.8,0,0
6,15,0,sawtooth-validator-2,301.0,212.7,100.84,68.97,32.4,31.0,0,0
6,15,0,sawtooth-validator-4,302.7,209.8,99.86,68.75,32.1,30.2,0,0
6,15,1,sawtooth-shell-default,27.3,13.4,101.13,44.55,238.2,2.0,0,0
6,15,1,sawtooth-poet-validator-r...-tp-2,46.9,46.9,0.00,0.00,9.2,0,0,0
6,15,1,sawtooth-settings-tp-2,20.7,20.7,0.00,0.00,9.1,0,0,0
6,15,1,sawtooth-rest-api-2,27.6,27.3,1.39,0.11,1.9,1.9,0,0
6,15,1,sawtooth-intkey-tp-python...ult-2,24.6,22.7,44.94,26.41,27.5,13.8,0,0
6,15,1,sawtooth-intkey-tp-python...ult-1,24.3,22.4,47.23,25.97,26.7,13.5,0,0
6,15,1,sawtooth-poet-validator-r...-tp-1,46.8,46.8,0.00,0.00,9.0,0,0,0
6,15,1,sawtooth-rest-api-1,27.5,27.1,1.77,0.12,1.9,1.9,0,0
6,15,1,sawtooth-settings-tp-1,20.8,20.8,0.00,0.00,9.2,0,0,0
6,15,1,sawtooth-rest-api-5,27.6,27.2,1.87,0.11,1.9,1.9,0,0
6,15,1,sawtooth-intkey-tp-python...ult-5,24.6,22.7,47.68,26.86,27.6,13.9,0,0
6,15,1,sawtooth-settings-tp-5,20.9,20.9,0.00,0.00,8.9,0,0,0
6,15,1,sawtooth-poet-validator-r...-tp-5,47.0,47.0,0.00,0.00,9.0,0,0,0
6,15,1,sawtooth-poet-validator-r...-tp-0,47.0,47.0,0.00,0.00,9.1,0,0,0
6,15,1,sawtooth-intkey-tp-python...ult-0,24.0,22.2,44.35,25.62,26.5,13.3,0,0
6,15,1,sawtooth-settings-tp-0,20.9,20.9,0.00,0.00,8.9,0,0,0
6,15,1,sawtooth-rest-api-0,37.9,31.6,52.75,11.92,146.0,240.9,0,0
6,15,1,sawtooth-settings-tp-3,21.0,21.0,0.00,0.00,9.0,0,0,0
6,15,1,sawtooth-rest-api-3,27.7,27.3,1.45,0.10,1.9,1.9,0,0
6,15,1,sawtooth-intkey-tp-python...ult-3,24.3,22.4,46.63,26.48,27.5,13.9,0,0
6,15,1,sawtooth-poet-validator-r...-tp-3,47.1,47.1,0.00,0.00,9.1,0,0,0
6,15,1,sawtooth-settings-tp-4,20.6,20.6,0.00,0.00,8.9,0,0,0
6,15,1,sawtooth-rest-api-4,27.1,26.8,1.35,0.10,1.9,1.9,0,0
6,15,1,sawtooth-intkey-tp-python...ult-4,24.3,22.5,45.47,26.41,27.3,13.8,0,0
6,15,1,sawtooth-poet-validator-r...-tp-4,47.0,47.0,0.00,0.00,9.0,0,0,0
6,15,1,sawtooth-validator-1,280.1,212.5,101.62,70.18,30.6,30.0,0,0
6,15,1,sawtooth-validator-3,297.5,218.2,101.59,70.43,31.1,30.7,0,0
6,15,1,sawtooth-validator-5,278.1,208.9,101.31,69.09,30.8,31.1,0,0
6,15,1,sawtooth-validator-2,281.1,207.3,100.75,69.23,31.4,30.4,0,0
6,15,1,sawtooth-validator-0,321.1,241.7,102.08,70.57,32.3,245.3,0,0
6,15,1,sawtooth-validator-4,294.8,211.1,101.88,69.16,30.5,31.0,0,0
6,15,2,sawtooth-rest-api-3,27.6,27.2,2.00,0.11,1.9,1.9,0,0
6,15,2,sawtooth-poet-validator-r...-tp-3,46.9,46.9,7.77,0.02,34.9,19.5,0,0
6,15,2,sawtooth-intkey-tp-python...ult-3,24.2,22.3,45.77,26.42,26.6,13.4,0,0
6,15,2,sawtooth-settings-tp-3,20.7,20.7,0.00,0.00,8.9,0,0,0
6,15,2,sawtooth-shell-default,26.7,12.7,100.90,39.20,251.3,2.0,0,0
6,15,2,sawtooth-rest-api-2,27.3,27.0,1.47,0.13,1.9,1.9,0,0
6,15,2,sawtooth-intkey-tp-python...ult-2,24.4,22.5,47.03,26.28,26.5,13.3,0,0
6,15,2,sawtooth-poet-validator-r...-tp-2,47.1,47.1,7.33,0.02,34.9,19.5,0,0
6,15,2,sawtooth-settings-tp-2,20.8,20.8,0.00,0.00,9.0,0,0,0
6,15,2,sawtooth-intkey-tp-python...ult-5,24.2,22.4,45.63,26.49,26.4,13.3,0,0
6,15,2,sawtooth-settings-tp-5,20.8,20.8,0.00,0.00,8.9,0,0,0
6,15,2,sawtooth-poet-validator-r...-tp-5,47.1,47.1,10.91,0.03,34.9,19.5,0,0
6,15,2,sawtooth-rest-api-5,27.5,27.1,1.93,0.12,1.9,1.9,0,0
6,15,2,sawtooth-settings-tp-1,20.9,20.9,0.00,0.00,9.0,0,0,0
6,15,2,sawtooth-intkey-tp-python...ult-1,24.4,22.6,46.61,26.77,26.8,13.5,0,0
6,15,2,sawtooth-rest-api-1,27.4,27.0,1.33,0.13,1.9,1.9,0,0
6,15,2,sawtooth-poet-validator-r...-tp-1,46.9,46.9,7.53,0.02,34.9,19.5,0,0
6,15,2,sawtooth-poet-validator-r...-tp-4,47.1,47.1,7.34,0.02,34.8,19.5,0,0
6,15,2,sawtooth-intkey-tp-python...ult-4,24.1,22.3,46.99,26.80,26.7,13.5,0,0
6,15,2,sawtooth-rest-api-4,27.6,27.2,1.57,0.11,1.9,1.9,0,0
6,15,2,sawtooth-settings-tp-4,20.9,20.9,0.00,0.00,8.9,0,0,0
6,15,2,sawtooth-intkey-tp-python...ult-0,24.3,22.5,48.81,26.00,26.0,13.1,0,0
6,15,2,sawtooth-rest-api-0,37.1,32.2,53.11,11.54,153.4,254.0,0,0
6,15,2,sawtooth-settings-tp-0,20.8,20.8,0.00,0.00,8.9,0,0,0
6,15,2,sawtooth-poet-validator-r...-tp-0,47.1,47.1,5.14,0.01,34.8,19.5,0,0
6,15,2,sawtooth-validator-1,268.6,203.1,102.80,68.69,31.3,29.4,0,0
6,15,2,sawtooth-validator-2,289.3,221.5,101.38,68.90,30.9,47.7,0,0
6,15,2,sawtooth-validator-3,274.0,204.2,101.27,68.62,30.5,29.8,0,0
6,15,2,sawtooth-validator-5,275.6,207.0,103.71,68.78,30.9,29.1,0,0
6,15,2,sawtooth-validator-0,289.8,217.7,100.54,69.75,30.5,234.8,0,0
6,15,2,sawtooth-validator-4,275.7,210.7,103.12,68.74,30.1,30.4,0,0
6,20,0,sawtooth-shell-default,28.0,12.4,99.28,38.76,222.1,1.8,0,0
6,20,0,sawtooth-poet-validator-r...-tp-5,46.9,46.9,0.00,0.00,9.0,0,0,0
6,20,0,sawtooth-intkey-tp-python...ult-5,24.2,22.4,47.35,26.49,26.1,13.1,0,0
