round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,27.5MB,7.8MB,71.22%,10.92%,254.8MB,1.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,49.5MB,33.5MB,42.88%,4.81%,153.3MB,255.9MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,21.3MB,20.8MB,40.20%,3.44%,5.0MB,2.4MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,21.1MB,20.7MB,40.07%,3.40%,5.0MB,2.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.6MB,20.6MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,26.2MB,26.1MB,0.78%,0.02%,491.1KB,495.6KB,0B,0B
round0,Docker,sawtooth-rest-api-1,26.5MB,26.4MB,0.67%,0.02%,475.9KB,480.0KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,21.2MB,20.7MB,41.03%,3.42%,4.9MB,2.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.3MB,20.3MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,26.2MB,26.1MB,0.72%,0.02%,475.7KB,479.4KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.6MB,46.6MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,21.0MB,20.5MB,40.53%,3.44%,4.9MB,2.4MB,0B,0B
round0,Docker,sawtooth-validator-0,174.7MB,126.6MB,84.27%,8.61%,6.3MB,159.8MB,0B,0B
round0,Docker,sawtooth-validator-3,150.8MB,113.4MB,85.16%,7.06%,5.4MB,5.8MB,0B,0B
round0,Docker,sawtooth-validator-1,152.7MB,113.7MB,85.27%,7.10%,5.2MB,6.0MB,0B,0B
round0,Docker,sawtooth-validator-2,158.3MB,118.8MB,89.33%,7.17%,5.4MB,9.1MB,0B,0B
round1,Docker,sawtooth-shell-default,41.9MB,11.9MB,50.60%,13.30%,716.4MB,5.0MB,0B,0B
round1,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-0,72.9MB,48.0MB,74.11%,14.99%,432.5MB,718.6MB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-0,22.1MB,21.5MB,41.17%,4.08%,5.7MB,2.8MB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-3,21.9MB,21.4MB,41.67%,4.15%,5.7MB,2.8MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-3,20.6MB,20.6MB,0.00%,0.00%,4.0KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-3,26.2MB,26.2MB,0.72%,0.03%,473.1KB,480.4KB,0B,0B
round1,Docker,sawtooth-rest-api-1,26.4MB,26.4MB,0.74%,0.02%,474.0KB,479.4KB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-1,21.9MB,21.5MB,43.55%,4.23%,5.8MB,2.9MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,4.0KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-2,20.3MB,20.3MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-2,26.2MB,26.2MB,0.85%,0.03%,473.4KB,480.4KB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-2,46.6MB,46.6MB,0.00%,0.00%,3.9KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-2,21.7MB,21.3MB,43.04%,4.29%,5.8MB,2.9MB,0B,0B
round1,Docker,sawtooth-validator-0,305.9MB,218.8MB,106.74%,23.40%,7.6MB,438.0MB,0B,0B
round1,Docker,sawtooth-validator-3,244.9MB,194.1MB,96.51%,15.42%,5.8MB,6.9MB,0B,0B
round1,Docker,sawtooth-validator-1,253.1MB,198.6MB,97.24%,16.28%,6.7MB,6.3MB,0B,0B
round1,Docker,sawtooth-validator-2,251.5MB,201.5MB,99.23%,16.49%,6.4MB,10.5MB,0B,0B
round2,Docker,sawtooth-shell-default,45.9MB,14.9MB,42.06%,13.95%,1.1GB,7.6MB,0B,0B
round2,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-rest-api-0,89.9MB,62.6MB,82.23%,21.86%,665.5MB,1.1GB,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-0,22.4MB,22.2MB,31.43%,1.89%,3.1MB,1.5MB,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-3,22.4MB,22.0MB,39.89%,1.91%,3.2MB,1.6MB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-settings-tp-3,20.6MB,20.6MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-rest-api-3,26.6MB,26.2MB,0.66%,0.02%,472.6KB,480.2KB,0B,0B
round2,Docker,sawtooth-rest-api-1,27.0MB,26.5MB,0.39%,0.02%,472.9KB,480.7KB,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-1,22.5MB,22.1MB,31.56%,1.89%,3.2MB,1.6MB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,3.3KB,0B,0B,0B
round2,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-settings-tp-2,20.3MB,20.3MB,0.00%,0.00%,3.3KB,0B,0B,0B
round2,Docker,sawtooth-rest-api-2,26.6MB,26.2MB,0.75%,0.03%,472.6KB,480.2KB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-2,46.6MB,46.6MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-2,22.1MB,21.9MB,42.01%,1.92%,3.2MB,1.6MB,0B,0B
round2,Docker,sawtooth-validator-0,348.6MB,311.2MB,105.28%,25.33%,8.0MB,664.5MB,0B,0B
round2,Docker,sawtooth-validator-3,294.3MB,247.3MB,97.87%,11.50%,4.2MB,4.7MB,0B,0B
round2,Docker,sawtooth-validator-1,267.1MB,254.3MB,105.52%,11.55%,5.4MB,3.5MB,0B,0B
round2,Docker,sawtooth-validator-2,296.7MB,253.3MB,100.68%,11.40%,4.2MB,8.5MB,0B,0B
round3,Docker,sawtooth-shell-default,46.4MB,19.8MB,71.50%,14.00%,1014.6MB,6.9MB,0B,0B
round3,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,3.8KB,0B,0B,0B
round3,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,3.8KB,0B,0B,0B
round3,Docker,sawtooth-rest-api-0,109.3MB,73.8MB,100.29%,24.14%,607.2MB,1017.6MB,0B,0B
round3,Docker,sawtooth-intkey-tp-python...ult-0,23.4MB,22.9MB,51.75%,4.79%,7.0MB,3.4MB,0B,0B
round3,Docker,sawtooth-intkey-tp-python...ult-3,23.2MB,22.8MB,41.88%,4.73%,7.0MB,3.4MB,0B,0B
round3,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,3.8KB,0B,0B,0B
round3,Docker,sawtooth-settings-tp-3,20.6MB,20.6MB,0.00%,0.00%,3.8KB,0B,0B,0B
round3,Docker,sawtooth-rest-api-3,26.7MB,26.7MB,0.59%,0.02%,475.4KB,480.1KB,0B,0B
round3,Docker,sawtooth-rest-api-1,27.1MB,27.1MB,0.62%,0.02%,475.3KB,481.3KB,0B,0B
round3,Docker,sawtooth-intkey-tp-python...ult-1,23.3MB,22.9MB,51.89%,4.83%,7.2MB,3.5MB,0B,0B
round3,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,3.8KB,0B,0B,0B
round3,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,3.8KB,0B,0B,0B
round3,Docker,sawtooth-settings-tp-2,20.3MB,20.3MB,0.00%,0.00%,4.1KB,0B,0B,0B
round3,Docker,sawtooth-rest-api-2,26.7MB,26.7MB,0.38%,0.02%,475.4KB,479.9KB,0B,0B
round3,Docker,sawtooth-poet-validator-r...-tp-2,46.6MB,46.6MB,0.00%,0.00%,3.8KB,0B,0B,0B
round3,Docker,sawtooth-intkey-tp-python...ult-2,23.1MB,22.7MB,38.66%,4.83%,7.1MB,3.4MB,0B,0B
round3,Docker,sawtooth-validator-0,543.6MB,463.7MB,106.80%,67.28%,7.6MB,611.3MB,0B,0B
round3,Docker,sawtooth-validator-3,445.1MB,374.5MB,103.77%,46.99%,6.3MB,7.5MB,0B,0B
round3,Docker,sawtooth-validator-1,441.9MB,357.6MB,101.52%,48.77%,6.4MB,7.6MB,0B,0B
round3,Docker,sawtooth-validator-2,481.4MB,403.1MB,104.55%,47.54%,6.3MB,10.4MB,0B,0B
