round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,30.8MB,7.9MB,67.13%,11.72%,241.7MB,1.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.3MB,26.3MB,0.76%,0.02%,476.4KB,480.4KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,21.4MB,20.9MB,42.28%,3.03%,5.0MB,2.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,26.4MB,26.4MB,0.79%,0.02%,476.1KB,480.4KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,21.4MB,20.9MB,41.59%,2.98%,5.1MB,2.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,21.0MB,21.0MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.9MB,46.9MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,21.4MB,20.9MB,41.73%,3.01%,5.0MB,2.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.8MB,46.8MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,26.3MB,26.3MB,0.54%,0.02%,476.2KB,480.7KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,21.5MB,21.0MB,41.40%,3.09%,5.0MB,2.5MB,0B,0B
round0,Docker,sawtooth-rest-api-0,51.0MB,33.4MB,44.09%,4.81%,145.7MB,242.8MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,6.5KB,0B,0B,0B
round0,Docker,sawtooth-validator-1,160.7MB,117.1MB,86.18%,6.97%,5.2MB,6.1MB,0B,0B
round0,Docker,sawtooth-validator-2,164.4MB,115.9MB,86.35%,7.11%,5.8MB,5.6MB,0B,0B
round0,Docker,sawtooth-validator-3,168.5MB,119.8MB,87.57%,7.01%,5.4MB,12.7MB,0B,0B
round0,Docker,sawtooth-validator-0,178.8MB,127.2MB,86.27%,8.66%,6.1MB,149.3MB,0B,0B
round1,Docker,sawtooth-shell-default,41.0MB,11.6MB,53.38%,13.12%,689.9MB,4.8MB,0B,0B
round1,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,3.8KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-1,26.3MB,26.3MB,0.77%,0.02%,474.1KB,480.5KB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-1,22.1MB,21.6MB,35.61%,3.29%,5.6MB,2.8MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-2,26.5MB,26.5MB,0.79%,0.03%,474.6KB,480.8KB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-2,22.1MB,21.6MB,42.40%,3.20%,5.4MB,2.7MB,0B,0B
round1,Docker,sawtooth-settings-tp-2,21.0MB,21.0MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-2,46.9MB,46.9MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-3,22.1MB,21.6MB,35.23%,3.38%,5.6MB,2.8MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-3,46.8MB,46.8MB,0.00%,0.00%,3.9KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-3,26.3MB,26.3MB,0.81%,0.03%,474.4KB,480.0KB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-0,22.1MB,21.7MB,35.62%,3.34%,5.6MB,2.8MB,0B,0B
round1,Docker,sawtooth-rest-api-0,74.9MB,48.1MB,50.00%,13.68%,413.8MB,692.0MB,0B,0B
round1,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,4.0KB,0B,0B,0B
round1,Docker,sawtooth-validator-1,253.4MB,192.2MB,96.07%,14.42%,6.4MB,6.0MB,0B,0B
round1,Docker,sawtooth-validator-2,262.4MB,197.6MB,99.15%,13.51%,5.0MB,7.2MB,0B,0B
round1,Docker,sawtooth-validator-3,260.9MB,202.3MB,97.42%,14.41%,6.5MB,13.3MB,0B,0B
round1,Docker,sawtooth-validator-0,296.8MB,225.2MB,103.62%,20.78%,7.5MB,415.1MB,0B,0B
round2,Docker,sawtooth-shell-default,48.5MB,16.3MB,50.99%,14.64%,1.2GB,8.5MB,0B,0B
round2,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-rest-api-1,26.3MB,26.3MB,0.74%,0.03%,473.6KB,480.3KB,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-1,22.8MB,22.4MB,35.77%,2.98%,5.0MB,2.5MB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,3.3KB,0B,0B,0B
round2,Docker,sawtooth-rest-api-2,26.5MB,26.5MB,0.39%,0.02%,474.0KB,480.7KB,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-2,22.9MB,22.4MB,39.40%,3.19%,5.2MB,2.6MB,0B,0B
round2,Docker,sawtooth-settings-tp-2,21.0MB,21.0MB,0.00%,0.00%,3.3KB,0B,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-2,46.9MB,46.9MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-3,22.9MB,22.4MB,39.19%,3.10%,5.1MB,2.6MB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-3,46.8MB,46.8MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-rest-api-3,26.3MB,26.3MB,0.64%,0.02%,474.0KB,479.8KB,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-0,22.9MB,22.5MB,34.44%,3.10%,5.2MB,2.6MB,0B,0B
round2,Docker,sawtooth-rest-api-0,108.7MB,64.8MB,73.24%,24.52%,752.6MB,1.2GB,0B,0B
round2,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,3.3KB,0B,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-validator-1,288.1MB,265.5MB,100.28%,10.02%,5.0MB,6.4MB,0B,0B
round2,Docker,sawtooth-validator-2,289.3MB,265.8MB,96.73%,10.75%,6.0MB,5.7MB,0B,0B
