Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,4780,240,10.1 tps,0.12 s,0.01 s,0.02 s,9.6 tps
2,40 TPS,6120,17140,40.1 tps,0.44 s,0.01 s,0.05 s,-0.0 tps
