Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,5020,0,10.1 tps,0.07 s,0.01 s,0.02 s,10.1 tps
2,40 TPS,11440,36580,40.0 tps,0.24 s,0.01 s,0.07 s,9.5 tps
