Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,2860,160,10.1 tps,0.08 s,0.01 s,0.02 s,9.6 tps
2,10 TPS,1600,0,10.3 tps,0.11 s,0.01 s,0.02 s,10.3 tps
3,15 TPS,1360,1040,15.3 tps,0.07 s,0.01 s,0.02 s,8.7 tps
4,20 TPS,2380,860,20.2 tps,0.18 s,0.02 s,0.05 s,-0.0 tps
5,25 TPS,1620,2920,25.2 tps,0.12 s,0.01 s,0.03 s,-0.0 tps
6,30 TPS,340,5100,30.2 tps,0.15 s,0.02 s,0.08 s,-0.0 tps
7,35 TPS,1760,5280,35.2 tps,0.14 s,0.02 s,0.06 s,8.8 tps
8,40 TPS,3380,5480,40.2 tps,0.21 s,0.02 s,0.08 s,20.6 tps
9,45 TPS,1420,9440,45.2 tps,0.20 s,0.02 s,0.07 s,-0.0 tps
