round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,27.7MB,13.7MB,98.85%,45.26%,342.5MB,2.8MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.2MB,22.9MB,36.80%,22.85%,33.0MB,16.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,7.89%,0.01%,51.4KB,28.2KB,0B,0B
round0,Docker,sawtooth-rest-api-0,37.0MB,31.3MB,46.72%,12.31%,211.5MB,346.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.9MB,20.9MB,0.00%,0.00%,14.3KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,25.1MB,22.8MB,43.08%,23.71%,33.6MB,16.8MB,0B,0B
round0,Docker,sawtooth-rest-api-5,27.8MB,27.4MB,0.97%,0.13%,3.3MB,3.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,46.8MB,46.8MB,11.19%,0.02%,51.3KB,28.2KB,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.4MB,20.4MB,0.00%,0.00%,14.3KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-7,21.0MB,21.0MB,0.00%,0.00%,14.3KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-7,25.2MB,22.8MB,39.64%,23.58%,33.9MB,17.0MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,47.0MB,47.0MB,12.69%,0.02%,51.4KB,28.2KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,25.1MB,22.8MB,41.08%,23.35%,33.6MB,16.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.8MB,20.8MB,0.00%,0.00%,14.3KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-7,28.0MB,27.7MB,0.99%,0.15%,3.3MB,3.3MB,0B,0B
round0,Docker,sawtooth-rest-api-4,27.8MB,27.4MB,1.20%,0.14%,3.3MB,3.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-7,47.1MB,47.1MB,14.57%,0.03%,51.3KB,28.2KB,0B,0B
round0,Docker,sawtooth-rest-api-3,27.9MB,27.6MB,0.98%,0.14%,3.2MB,3.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.8MB,20.8MB,0.00%,0.00%,14.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,25.3MB,23.0MB,38.09%,23.59%,34.1MB,17.2MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.7MB,46.7MB,13.09%,0.02%,51.2KB,28.2KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,21.3MB,21.2MB,35.82%,3.93%,5.0MB,2.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.8MB,46.8MB,10.91%,0.35%,51.5KB,29.5KB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.8MB,20.8MB,0.36%,0.17%,13.9KB,836B,0B,0B
round0,Docker,sawtooth-rest-api-2,45.6MB,36.7MB,4.20%,0.33%,3.2MB,845.1KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,25.5MB,23.1MB,40.86%,23.20%,34.0MB,17.0MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.9MB,20.9MB,0.00%,0.00%,14.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,28.0MB,27.7MB,1.18%,0.13%,3.2MB,3.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,12.18%,0.02%,51.4KB,28.2KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-6,24.9MB,22.6MB,41.58%,23.80%,34.2MB,17.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-6,20.6MB,20.6MB,0.00%,0.00%,14.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-6,47.1MB,47.1MB,10.85%,0.02%,51.4KB,28.2KB,0B,0B
round0,Docker,sawtooth-rest-api-6,27.6MB,27.2MB,1.24%,0.14%,3.3MB,3.3MB,0B,0B
round0,Docker,sawtooth-validator-5,300.3MB,214.7MB,98.05%,61.95%,42.4MB,36.7MB,0B,0B
round0,Docker,sawtooth-validator-7,324.2MB,222.0MB,98.99%,62.00%,42.0MB,37.6MB,0B,0B
round0,Docker,sawtooth-validator-0,343.6MB,246.9MB,99.42%,62.55%,42.9MB,298.2MB,0B,0B
round0,Docker,sawtooth-validator-3,320.4MB,217.2MB,100.14%,61.72%,41.9MB,38.1MB,0B,0B
round0,Docker,sawtooth-validator-1,328.7MB,234.0MB,98.99%,61.90%,42.7MB,87.8MB,0B,0B
round0,Docker,sawtooth-validator-4,325.7MB,216.9MB,100.59%,62.19%,42.0MB,37.3MB,0B,0B
round0,Docker,sawtooth-validator-2,157.5MB,19.9MB,87.79%,8.69%,-101450B,-,0B,0B
round0,Docker,sawtooth-validator-6,318.4MB,228.0MB,100.09%,61.32%,41.6MB,63.8MB,0B,0B
