round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,64.4MB,17.4MB,59.00%,16.29%,1.8GB,12.2MB,0B,0B
round0,Docker,sawtooth-rest-api-0,153.3MB,61.6MB,100.39%,22.77%,1.1GB,1.8GB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,24.6MB,22.5MB,47.54%,11.80%,30.2MB,15.0MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.7MB,46.7MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,26.3MB,26.2MB,0.78%,0.13%,4.4MB,4.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,24.9MB,22.6MB,48.63%,11.66%,29.9MB,14.9MB,0B,0B
round0,Docker,sawtooth-validator-0,508.9MB,293.6MB,114.75%,44.23%,34.0MB,1.1GB,0B,0B
round0,Docker,sawtooth-validator-1,380.5MB,243.1MB,92.23%,23.30%,28.7MB,40.3MB,0B,0B
