round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,45.0MB,14.2MB,70.66%,17.52%,1.2GB,8.7MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,28.9MB,24.9MB,50.80%,19.41%,64.0MB,32.6MB,0B,0B
round0,Docker,sawtooth-rest-api-0,92.0MB,45.8MB,78.99%,17.88%,751.3MB,1.2GB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.7MB,46.7MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,28.1MB,27.5MB,1.31%,0.16%,8.3MB,8.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,21.0MB,21.0MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,29.7MB,25.0MB,54.38%,20.97%,69.4MB,35.3MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,30.0MB,25.5MB,51.09%,21.24%,69.7MB,35.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.4MB,47.4MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,28.1MB,27.7MB,1.39%,0.18%,8.3MB,8.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.6MB,20.6MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,28.3MB,28.0MB,1.35%,0.18%,8.3MB,8.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.5MB,20.5MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,29.9MB,25.2MB,52.41%,20.80%,70.4MB,36.0MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-validator-3,612.6MB,424.7MB,110.80%,89.28%,74.9MB,166.3MB,0B,0B
round0,Docker,sawtooth-validator-2,641.3MB,439.7MB,105.45%,88.89%,76.5MB,79.6MB,0B,0B
round0,Docker,sawtooth-validator-0,647.0MB,454.0MB,107.12%,92.39%,76.7MB,808.5MB,0B,0B
round0,Docker,sawtooth-validator-1,614.8MB,422.7MB,106.93%,90.45%,75.3MB,82.2MB,0B,0B
