0.06349206349206349
NUM  BLOCK_ID                                                                                                                          BATS  TXNS  SIGNER                                                            
59   2770f76e6dd8414a0955e935383c803fe5ca2c649994fb5d093bb499fa4a885129c15cf17aba0313483d3766b46232ec7852570963224bc846d9daa5aee162c2  4     80    03ce721ddb3400ee89649d34fddf6c0c1d15692596ea54d80f9e94dbb0676bfefa
58   606651d3500e05f92793afefdd34b1aed4237a5e63cc21e23788cc95c11a79c677db374b0177a5096fa174305b3ee11bdd214f24a597b051d35a58f6e953ca19  12    240   03ce721ddb3400ee89649d34fddf6c0c1d15692596ea54d80f9e94dbb0676bfefa
57   ae82c17c0ef09ec5dd5c3e86528c0081301f24093dc42b49e767b9006c5f4a0f0614660a9fef860f9cf66a0fd0f50bba9275e5d29e671b4bd2c5fdcd4f97939a  5     100   03ce721ddb3400ee89649d34fddf6c0c1d15692596ea54d80f9e94dbb0676bfefa
56   3264a6e5111593e44031c9c26279893a8668b21d2c8a2d4518a033de7cbbcccb6e8516c08c87386d899abfd18d673c9fd219baa638b0d64b3f2ad1d7dc95d83e  13    260   03ce721ddb3400ee89649d34fddf6c0c1d15692596ea54d80f9e94dbb0676bfefa
55   6a75fe61ce26f6b6ae71cc93922dcce715908dab25f8b61accd99feb587b79b5424e2da037c21c2fe0a1c4aa5aec7f780fdc7b23a3dfc04c2de46350a8355be7  2     40    0250a892d5e1daaac569b72723b192f8f4a463032b84a48e7c195571481faf9f31
54   77ec40289142054376604cddd04a211e3b1b38ed1893e8e900aa381acce0b7431d795271c3528992cbcc6a29620b2ea8354cc53cf80e40491143f6f42a0fc188  2     40    032c31d06b6e1234afddb6abf1a7e816df41eb154e0416624caefe564ae3389750
53   67245cb8bea77250fd837a43dc654bf69a376b29968df5d85af9751a63207f4502de573cbd3ebaf45bd6dc650fb6bbb1998a269c78ba3bb090263186ecd7fb2f  3     60    032c31d06b6e1234afddb6abf1a7e816df41eb154e0416624caefe564ae3389750
52   ba3eea01b031b3c479d25fe177917ab2e7c65952d19df7d94fc95f157332382173703f3fd3c336a883832c7b846ca21b87698e732c4ad222ae87c3422cfeda7f  13    260   03e35f90c5e9b9674829794621457cc0ef26e9034112505c2fc1b3e40d25e51f5e
51   189dfed767fb5581bb387f025d3f6cd06f90045b2393940ef9599537eef176a93123a8531921003b00ae420b9e09c4aaeb58082d33d260fb7cdd71bff7a6ad54  10    200   0250a892d5e1daaac569b72723b192f8f4a463032b84a48e7c195571481faf9f31
50   6725aefc043f4c3a7fef422628d1de865fbe7a00e76fbca8007c831ffde3f51760c70594ff68ee937f9e35498a4f30faf5b0f920c17c98b4e268323b18279178  2     40    0250a892d5e1daaac569b72723b192f8f4a463032b84a48e7c195571481faf9f31
49   73359253d1b6724749725f4a974da981bde212564c7683825173714058d660c87818b41847d93f459777ac5dc63a773dc5c9fa4d1c994decd0b9931e15c59329  3     60    03ce721ddb3400ee89649d34fddf6c0c1d15692596ea54d80f9e94dbb0676bfefa
48   411a6504aae4d412227d09b4e30ebaa8e3ed4c9dc3b6cb776ab0c0f9b4ffd6ae5ff11da6c74cb7894afcd964fa88b8342ccb44d0f57b79cef2e2a8259500867a  12    240   0250a892d5e1daaac569b72723b192f8f4a463032b84a48e7c195571481faf9f31
47   acc5f0d6d9fbba734fb29452396881f10a4bfe5e9842d01f656bbb990af5998148bdcc3984d237c987ecaa846976d8e3c39a29df89e42bb95244347067603b7c  2     40    03e35f90c5e9b9674829794621457cc0ef26e9034112505c2fc1b3e40d25e51f5e
