Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,25TPS,7160,5360,25.0 tps,0.58 s,0.01 s,0.07 s,14.4 tps
2,25TPS,2620,9900,25.0 tps,0.86 s,0.03 s,0.09 s,6.6 tps
3,25TPS,1560,10940,25.0 tps,0.17 s,0.02 s,0.08 s,-0.0 tps
4,25TPS,620,11900,25.0 tps,0.18 s,0.03 s,0.07 s,-0.0 tps
