round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,28.8MB,9.7MB,54.76%,11.83%,1.1GB,7.5MB,0B,0B
round0,Docker,sawtooth-rest-api-1,26.1MB,26.0MB,0.77%,0.05%,1.9MB,1.9MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.74%,0.00%,15.8KB,3.6KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,22.2MB,21.3MB,44.45%,3.44%,11.3MB,5.6MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,11.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.4MB,46.4MB,0.64%,0.00%,15.7KB,3.6KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,22.4MB,21.5MB,45.00%,3.45%,11.4MB,5.6MB,0B,0B
round0,Docker,sawtooth-rest-api-0,78.7MB,41.6MB,55.95%,10.31%,649.8MB,1.1GB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.8MB,20.8MB,0.00%,0.00%,10.9KB,0B,0B,0B
round0,Docker,sawtooth-validator-1,199.6MB,140.3MB,87.20%,6.91%,10.8MB,15.7MB,0B,0B
round0,Docker,sawtooth-validator-0,247.6MB,160.6MB,90.21%,11.75%,14.4MB,655.3MB,0B,0B
