round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,27.1MB,12.5MB,98.02%,40.69%,182.2MB,1.6MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,23.8MB,22.2MB,34.83%,22.57%,24.2MB,12.2MB,0B,0B
round0,Docker,sawtooth-rest-api-2,28.0MB,27.5MB,0.93%,0.23%,4.2MB,4.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,47.0MB,47.0MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.7MB,20.7MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,47.0MB,47.0MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-4,28.2MB,27.7MB,0.96%,0.24%,4.2MB,4.3MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,24.1MB,22.4MB,37.24%,22.74%,24.5MB,12.4MB,0B,0B
round0,Docker,sawtooth-settings-tp-4,21.1MB,21.1MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-6,24.0MB,22.4MB,39.12%,22.63%,24.4MB,12.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-6,20.9MB,20.9MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-6,28.1MB,27.7MB,0.97%,0.23%,4.2MB,4.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-6,46.9MB,46.9MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,34.7MB,30.7MB,41.84%,9.25%,115.0MB,187.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.9MB,22.3MB,35.25%,21.84%,23.2MB,11.6MB,0B,0B
round0,Docker,sawtooth-settings-tp-7,20.9MB,20.9MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-7,46.9MB,46.9MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-7,28.2MB,27.7MB,1.06%,0.24%,4.2MB,4.3MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-7,23.8MB,22.1MB,38.72%,22.60%,24.0MB,12.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,46.9MB,46.9MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-5,28.0MB,27.5MB,1.04%,0.24%,4.2MB,4.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,23.8MB,22.1MB,37.49%,22.66%,24.1MB,12.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,23.8MB,22.2MB,35.03%,21.80%,23.4MB,11.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,47.0MB,47.0MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,28.2MB,27.6MB,1.03%,0.23%,4.2MB,4.3MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.9MB,22.2MB,35.50%,22.56%,24.2MB,12.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.8MB,20.8MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,47.0MB,47.0MB,0.00%,0.00%,8.9KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,27.7MB,27.4MB,1.06%,0.24%,4.2MB,4.3MB,0B,0B
round0,Docker,sawtooth-validator-7,256.8MB,191.2MB,90.73%,57.35%,36.3MB,26.6MB,0B,0B
round0,Docker,sawtooth-validator-2,251.7MB,186.0MB,99.99%,57.35%,36.2MB,26.9MB,0B,0B
round0,Docker,sawtooth-validator-6,250.9MB,188.2MB,98.68%,57.63%,36.3MB,27.2MB,0B,0B
round0,Docker,sawtooth-validator-3,247.7MB,183.6MB,99.05%,58.22%,35.9MB,26.0MB,0B,0B
round0,Docker,sawtooth-validator-0,283.8MB,206.9MB,96.76%,57.86%,36.4MB,225.8MB,0B,0B
round0,Docker,sawtooth-validator-5,247.9MB,183.6MB,95.25%,57.09%,35.4MB,27.7MB,0B,0B
round0,Docker,sawtooth-validator-1,261.6MB,196.4MB,91.64%,57.00%,35.5MB,50.2MB,0B,0B
round0,Docker,sawtooth-validator-4,259.9MB,197.3MB,94.38%,57.96%,36.3MB,50.1MB,0B,0B
