Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,5960,40,5.0 tps,0.06 s,0.01 s,0.02 s,5.0 tps
2,10 TPS,7320,680,10.0 tps,0.07 s,0.01 s,0.02 s,10.0 tps
3,15 TPS,3380,8620,15.0 tps,0.25 s,0.02 s,0.09 s,-0.0 tps
4,20 TPS,5600,10400,20.0 tps,0.22 s,0.02 s,0.07 s,-0.0 tps
5,25 TPS,2880,17120,25.0 tps,0.20 s,0.03 s,0.09 s,10.1 tps
6,30 TPS,4060,19940,30.0 tps,0.18 s,0.02 s,0.07 s,-0.0 tps
7,35 TPS,2860,25140,35.0 tps,0.54 s,0.04 s,0.10 s,-0.0 tps
