Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,3020,0,10.1 tps,0.04 s,0.01 s,0.02 s,10.1 tps
2,10 TPS,1600,0,10.3 tps,0.04 s,0.01 s,0.02 s,10.3 tps
3,15 TPS,1600,800,15.3 tps,0.06 s,0.01 s,0.02 s,10.2 tps
4,20 TPS,1200,2040,20.2 tps,0.12 s,0.02 s,0.04 s,7.5 tps
5,25 TPS,3420,1120,25.2 tps,0.14 s,0.02 s,0.07 s,19.7 tps
6,30 TPS,1560,3880,30.2 tps,0.15 s,0.02 s,0.05 s,-0.0 tps
7,35 TPS,2720,4320,35.2 tps,0.16 s,0.02 s,0.05 s,13.6 tps
8,40 TPS,2620,6240,40.2 tps,0.22 s,0.02 s,0.07 s,-0.0 tps
9,45 TPS,2480,8380,45.2 tps,0.28 s,0.03 s,0.07 s,10.3 tps
