Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,5720,280,5.0 tps,0.04 s,0.01 s,0.01 s,4.8 tps
2,10 TPS,6920,1080,10.0 tps,0.10 s,0.01 s,0.03 s,8.7 tps
3,15 TPS,6780,5220,15.0 tps,0.25 s,0.02 s,0.09 s,8.7 tps
4,20 TPS,5020,10980,20.0 tps,0.20 s,0.02 s,0.08 s,-0.0 tps
5,25 TPS,3080,16920,25.0 tps,0.18 s,0.02 s,0.08 s,7.1 tps
6,30 TPS,6220,17780,30.0 tps,0.21 s,0.02 s,0.08 s,-0.0 tps
7,35 TPS,1260,26740,35.0 tps,0.11 s,0.04 s,0.07 s,-0.0 tps
