Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,6120,3900,10.0 tps,0.09 s,0.01 s,0.02 s,6.1 tps
2,40 TPSfixed-feedback,13980,66020,40.0 tps,0.51 s,0.01 s,0.08 s,7.0 tps
