Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,8320,1700,10.0 tps,0.13 s,0.01 s,0.02 s,8.3 tps
2,40 TPSfixed-feedback,12080,67920,40.0 tps,0.45 s,0.01 s,0.08 s,6.1 tps
