round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,42.8MB,16.1MB,69.94%,20.93%,1.2GB,8.6MB,0B,0B
round0,Docker,sawtooth-rest-api-0,87.4MB,49.4MB,71.07%,22.06%,745.1MB,1.2GB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,27.4MB,24.1MB,49.78%,19.87%,51.6MB,26.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,3.2KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,18.4KB,11.3KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.6MB,46.6MB,0.00%,0.00%,18.4KB,11.3KB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.9MB,20.9MB,0.00%,0.00%,3.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-3,27.9MB,27.4MB,0.40%,0.15%,5.9MB,6.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,27.8MB,24.3MB,52.72%,21.16%,54.2MB,27.6MB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.9MB,27.0MB,0.56%,0.15%,5.9MB,6.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,3.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,27.6MB,24.1MB,50.01%,21.41%,55.0MB,28.0MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.00%,0.00%,18.4KB,11.3KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,27.9MB,24.4MB,50.90%,21.39%,55.5MB,28.4MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.7MB,20.7MB,0.00%,0.00%,3.2KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,27.8MB,27.4MB,0.55%,0.15%,5.9MB,6.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.8MB,46.8MB,0.00%,0.00%,18.3KB,11.3KB,0B,0B
round0,Docker,sawtooth-validator-3,545.4MB,373.6MB,107.53%,87.48%,61.1MB,64.0MB,0B,0B
round0,Docker,sawtooth-validator-0,630.2MB,426.5MB,111.96%,90.68%,64.8MB,864.9MB,0B,0B
round0,Docker,sawtooth-validator-1,568.8MB,389.0MB,104.92%,87.16%,61.1MB,65.1MB,0B,0B
round0,Docker,sawtooth-validator-2,579.1MB,404.5MB,108.93%,87.82%,61.8MB,65.3MB,0B,0B
