Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,5020,0,10.1 tps,0.14 s,0.01 s,0.02 s,10.1 tps
2,40 TPS,11640,36380,40.0 tps,0.20 s,0.01 s,0.05 s,9.7 tps
