Test,Name,Succ,Fail,Send Rate,Max Latency,Min Latency,Avg Latency,Throughput
1,warmup,4020,1000,10.1 tps,0.12 s,0.01 s,0.02 s,10.1 tps
2,40 TPS,12720,35300,40.0 tps,0.22 s,0.01 s,0.06 s,-0.0 tps
