round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,26.0MB,12.6MB,96.61%,42.49%,87.2MB,787.9KB,0B,0B
round0,Docker,sawtooth-rest-api-0,34.9MB,29.4MB,36.73%,3.71%,54.5MB,88.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.9MB,20.9MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.5MB,22.1MB,37.36%,23.18%,19.7MB,9.8MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,23.1MB,21.7MB,37.71%,22.82%,19.8MB,9.9MB,0B,0B
round0,Docker,sawtooth-rest-api-3,27.3MB,26.9MB,1.39%,0.06%,963.5KB,977.8KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,0.00%,0.00%,9.3KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.7MB,20.7MB,0.00%,0.00%,9.3KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-7,23.1MB,21.8MB,38.68%,23.77%,20.1MB,10.0MB,0B,0B
round0,Docker,sawtooth-rest-api-7,27.5MB,27.1MB,1.66%,0.05%,949.2KB,964.7KB,0B,0B
round0,Docker,sawtooth-settings-tp-7,20.7MB,20.7MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-7,46.9MB,46.9MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.7MB,46.7MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.5MB,20.5MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,23.4MB,22.0MB,38.09%,23.61%,20.2MB,10.1MB,0B,0B
round0,Docker,sawtooth-rest-api-2,26.4MB,26.4MB,1.44%,0.08%,954.6KB,955.1KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,47.1MB,47.1MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.7MB,20.7MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,23.3MB,22.0MB,40.88%,23.34%,19.6MB,9.8MB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.4MB,27.0MB,1.48%,0.06%,949.0KB,966.2KB,0B,0B
round0,Docker,sawtooth-rest-api-4,27.2MB,26.9MB,1.37%,0.06%,962.8KB,978.3KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-4,23.4MB,22.0MB,39.67%,23.18%,19.9MB,10.0MB,0B,0B
round0,Docker,sawtooth-settings-tp-4,20.8MB,20.8MB,0.00%,0.00%,9.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-4,46.8MB,46.8MB,0.00%,0.00%,9.2KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-5,20.6MB,20.6MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-5,23.0MB,21.7MB,36.62%,23.22%,19.6MB,9.7MB,0B,0B
round0,Docker,sawtooth-rest-api-5,27.3MB,26.8MB,1.66%,0.07%,964.4KB,977.7KB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-5,46.9MB,46.9MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-6,23.2MB,21.8MB,36.62%,23.78%,20.1MB,10.1MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-6,46.9MB,46.9MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-6,27.3MB,26.9MB,1.62%,0.06%,964.3KB,977.9KB,0B,0B
round0,Docker,sawtooth-settings-tp-6,20.7MB,20.7MB,0.00%,0.00%,9.1KB,0B,0B,0B
round0,Docker,sawtooth-validator-1,235.1MB,179.8MB,96.21%,56.06%,27.1MB,38.9MB,0B,0B
round0,Docker,sawtooth-validator-3,218.2MB,165.6MB,100.91%,57.40%,26.3MB,22.2MB,0B,0B
round0,Docker,sawtooth-validator-7,221.1MB,167.7MB,97.01%,56.27%,26.6MB,22.2MB,0B,0B
round0,Docker,sawtooth-validator-5,225.2MB,169.9MB,98.38%,56.26%,26.8MB,21.3MB,0B,0B
round0,Docker,sawtooth-validator-2,230.1MB,170.7MB,96.60%,57.10%,25.1MB,23.9MB,0B,0B
round0,Docker,sawtooth-validator-4,232.3MB,173.4MB,97.23%,57.55%,26.4MB,22.2MB,0B,0B
round0,Docker,sawtooth-validator-0,273.5MB,190.4MB,100.89%,56.85%,27.0MB,145.8MB,0B,0B
round0,Docker,sawtooth-validator-6,234.1MB,174.6MB,99.70%,56.70%,26.7MB,40.2MB,0B,0B
